Time,CH1,CH2
-0.00375,2.88,8.2
-0.003740118577075099,2.88,8.2
-0.0037302371541501973,2.88,8.6
-0.0037203557312252963,2.96,8.8
-0.0037104743083003953,2.96,9.0
-0.003700592885375494,2.96,9.0
-0.0036907114624505927,3.04,9.2
-0.0036808300395256917,2.96,9.2
-0.0036709486166007902,2.96,9.2
-0.003661067193675889,2.96,9.2
-0.003651185770750988,2.96,9.2
-0.0036413043478260867,2.96,9.0
-0.0036314229249011856,2.96,9.0
-0.0036215415019762846,2.96,8.8
-0.003611660079051383,2.88,8.6
-0.003601778656126482,2.88,8.4
-0.003591897233201581,2.8,8.2
-0.0035820158102766795,2.8,7.8
-0.0035721343873517785,2.72,7.6
-0.0035622529644268775,2.72,7.4
-0.003552371541501976,2.64,6.8
-0.003542490118577075,2.56,6.6
-0.003532608695652174,2.48,6.0
-0.0035227272727272724,2.4,5.6
-0.0035128458498023714,2.32,5.2
-0.0035029644268774703,2.24,4.6
-0.003493083003952569,2.08,4.2
-0.003483201581027668,2.08,3.6
-0.0034733201581027668,2.0,3.2
-0.0034634387351778653,1.92,2.6
-0.0034535573122529643,1.76,2.0
-0.0034436758893280632,1.68,1.4
-0.0034337944664031617,1.6,0.8
-0.0034239130434782607,1.52,0.2
-0.0034140316205533597,1.44,-0.4
-0.003404150197628458,1.36,-1.0
-0.003394268774703557,1.2,-1.4
-0.003384387351778656,1.12,-2.0
-0.0033745059288537546,1.04,-2.6
-0.0033646245059288536,0.96,-3.2
-0.0033547430830039525,0.88,-3.8
-0.003344861660079051,0.8,-4.2
-0.00333498023715415,0.72,-4.8
-0.003325098814229249,0.56,-5.2
-0.0033152173913043475,0.56,-5.8
-0.0033053359683794465,0.48,-6.2
-0.0032954545454545454,0.4,-6.6
-0.003285573122529644,0.32,-7.0
-0.003275691699604743,0.24,-7.4
-0.003265810276679842,0.24,-7.8
-0.003255928853754941,0.16,-8.0
-0.0032460474308300393,0.08,-8.4
-0.0032361660079051383,0.08,-8.6
-0.0032262845849802373,0.0,-8.8
-0.003216403162055336,0.0,-9.0
-0.0032065217391304347,-0.08,-9.2
-0.0031966403162055337,-0.08,-9.2
-0.0031867588932806322,-0.08,-9.4
-0.003176877470355731,-0.08,-9.4
-0.00316699604743083,-0.08,-9.2
-0.0031571146245059287,-0.08,-9.2
-0.0031472332015810276,-0.08,-9.2
-0.0031373517786561266,0.0,-9.0
-0.003127470355731225,0.0,-9.0
-0.003117588932806324,0.0,-8.8
-0.003107707509881423,0.08,-8.6
-0.0030978260869565215,0.08,-8.2
-0.0030879446640316205,0.16,-8.0
-0.0030780632411067195,0.16,-7.6
