Time,CH1,CH2
-0.00375,3.44,3.0
-0.003740118577075099,3.44,3.0
-0.0037302371541501973,3.44,3.0
-0.0037203557312252963,3.36,3.0
-0.0037104743083003953,3.36,2.8
-0.003700592885375494,3.28,2.8
-0.0036907114624505927,3.2,2.8
-0.0036808300395256917,3.04,2.6
-0.0036709486166007902,2.96,2.6
-0.003661067193675889,2.88,2.6
-0.003651185770750988,2.72,2.4
-0.0036413043478260867,2.56,2.2
-0.0036314229249011856,2.4,2.0
-0.0036215415019762846,2.24,2.0
-0.003611660079051383,2.08,1.8
-0.003601778656126482,1.92,1.6
-0.003591897233201581,1.68,1.6
-0.0035820158102766795,1.52,1.4
-0.0035721343873517785,1.28,1.2
-0.0035622529644268775,1.04,1.0
-0.003552371541501976,0.88,0.8
-0.003542490118577075,0.64,0.6
-0.003532608695652174,0.4,0.4
-0.0035227272727272724,0.16,0.2
-0.0035128458498023714,0.0,0.0
-0.0035029644268774703,-0.24,-0.2
-0.003493083003952569,-0.48,-0.2
-0.003483201581027668,-0.64,-0.4
-0.0034733201581027668,-0.88,-0.8
-0.0034634387351778653,-1.12,-1.0
-0.0034535573122529643,-1.36,-1.0
-0.0034436758893280632,-1.52,-1.2
-0.0034337944664031617,-1.76,-1.4
-0.0034239130434782607,-1.92,-1.6
-0.0034140316205533597,-2.08,-1.8
-0.003404150197628458,-2.24,-1.8
-0.003394268774703557,-2.4,-2.0
-0.003384387351778656,-2.56,-2.0
-0.0033745059288537546,-2.72,-2.2
-0.0033646245059288536,-2.88,-2.4
-0.0033547430830039525,-2.96,-2.4
-0.003344861660079051,-3.12,-2.6
-0.00333498023715415,-3.2,-2.6
-0.003325098814229249,-3.28,-2.8
-0.0033152173913043475,-3.44,-2.8
-0.0033053359683794465,-3.44,-2.8
-0.0032954545454545454,-3.52,-2.8
-0.003285573122529644,-3.52,-3.0
-0.003275691699604743,-3.6,-3.0
-0.003265810276679842,-3.6,-3.0
-0.003255928853754941,-3.6,-3.0
-0.0032460474308300393,-3.6,-3.0
-0.0032361660079051383,-3.52,-3.0
-0.0032262845849802373,-3.44,-3.0
-0.003216403162055336,-3.44,-2.8
-0.0032065217391304347,-3.36,-2.8
-0.0031966403162055337,-3.28,-2.6
-0.0031867588932806322,-3.12,-2.6
-0.003176877470355731,-3.04,-2.4
-0.00316699604743083,-2.88,-2.4
-0.0031571146245059287,-2.8,-2.2
-0.0031472332015810276,-2.64,-2.2
-0.0031373517786561266,-2.48,-2.0
-0.003127470355731225,-2.32,-1.8
-0.003117588932806324,-2.16,-1.8
-0.003107707509881423,-1.92,-1.6
-0.0030978260869565215,-1.76,-1.4
-0.0030879446640316205,-1.6,-1.2
-0.0030780632411067195,-1.36,-1.0
-0.003068181818181818,-1.2,-0.8
-0.003058300395256917,-0.96,-0.6
-0.003048418972332016,-0.72,-0.6
-0.0030385375494071144,-0.56,-0.4
-0.0030286561264822134,-0.32,-0.2
-0.0030187747035573123,-0.08,0.0
-0.003008893280632411,0.16,0.2
-0.00299901185770751,0.32,0.4
-0.002989130434782609,0.56,0.6
-0.0029792490118577073,0.8,0.8
-0.0029693675889328063,1.04,1.0
-0.0029594861660079052,1.2,1.2
-0.0029496047430830038,1.44,1.4
-0.0029397233201581027,1.68,1.4
-0.0029298418972332017,1.84,1.6
-0.0029199604743083,2.0,1.8
-0.002910079051383399,2.16,2.0
-0.002900197628458498,2.4,2.0
-0.0028903162055335966,2.48,2.2
-0.0028804347826086956,2.64,2.4
-0.0028705533596837945,2.8,2.6
-0.002860671936758893,2.96,2.6
-0.002850790513833992,3.04,2.6
-0.002840909090909091,3.2,2.8
-0.0028310276679841895,3.2,2.8
-0.0028211462450592885,3.28,3.0
-0.0028112648221343874,3.36,3.0
-0.002801383399209486,3.44,3.0
-0.002791501976284585,3.44,3.0
-0.002781620553359684,3.52,3.0
-0.0027717391304347824,3.52,3.0
-0.0027618577075098814,3.52,3.0
-0.0027519762845849803,3.44,3.0
-0.002742094861660079,3.44,3.0
-0.002732213438735178,3.36,3.0
-0.0027223320158102767,3.36,2.8
-0.0027124505928853753,3.2,2.8
-0.0027025691699604742,3.12,2.8
-0.002692687747035573,3.12,2.8
-0.0026828063241106717,2.96,2.6
-0.0026729249011857707,2.88,2.4
-0.0026630434782608696,2.72,2.4
-0.002653162055335968,2.56,2.2
-0.002643280632411067,2.4,2.0
-0.002633399209486166,2.24,2.0
-0.0026235177865612646,2.08,1.8
-0.0026136363636363636,1.84,1.6
-0.0026037549407114625,1.68,1.6
-0.002593873517786561,1.52,1.4
-0.00258399209486166,1.28,1.2
-0.002574110671936759,1.12,1.0
-0.0025642292490118575,0.88,0.8
-0.0025543478260869564,0.64,0.6
-0.0025444664031620554,0.4,0.4
-0.002534584980237154,0.16,0.2
-0.002524703557312253,-0.08,0.0
-0.002514822134387352,-0.32,-0.2
-0.0025049407114624504,-0.48,-0.4
-0.0024950592885375493,-0.72,-0.4
-0.0024851778656126483,-0.88,-0.6
-0.002475296442687747,-1.12,-1.0
-0.0024654150197628458,-1.28,-1.0
-0.0024555335968379447,-1.52,-1.2
-0.0024456521739130432,-1.76,-1.4
-0.002435770750988142,-1.92,-1.6
-0.002425889328063241,-2.08,-1.6
-0.0024160079051383397,-2.24,-1.8
-0.0024061264822134386,-2.4,-2.0
-0.0023962450592885376,-2.64,-2.2
-0.002386363636363636,-2.72,-2.2
-0.002376482213438735,-2.88,-2.4
-0.002366600790513834,-3.04,-2.6
-0.0023567193675889326,-3.12,-2.6
