Time,CH1,CH2
-0.00375,0.0,-9.0
-0.003740118577075099,0.0,-9.0
-0.0037302371541501973,0.0,-8.8
-0.0037203557312252963,0.0,-8.8
-0.0037104743083003953,0.0,-8.6
-0.003700592885375494,0.0,-8.4
-0.0036907114624505927,-0.2,-8.2
-0.0036808300395256917,0.0,-8.0
-0.0036709486166007902,-0.2,-7.8
-0.003661067193675889,0.0,-7.6
-0.003651185770750988,-0.2,-7.2
-0.0036413043478260867,-0.2,-6.8
-0.0036314229249011856,-0.4,-6.4
-0.0036215415019762846,-0.4,-6.2
-0.003611660079051383,-0.6,-5.6
-0.003601778656126482,-0.6,-5.2
-0.003591897233201581,-0.6,-4.8
-0.0035820158102766795,-0.8,-4.2
-0.0035721343873517785,-0.8,-3.8
-0.0035622529644268775,-0.8,-3.4
-0.003552371541501976,-1.0,-2.8
-0.003542490118577075,-1.2,-2.2
-0.003532608695652174,-1.2,-1.6
-0.0035227272727272724,-1.2,-1.0
-0.0035128458498023714,-1.4,-0.6
-0.0035029644268774703,-1.4,0.0
-0.003493083003952569,-1.4,0.6
-0.003483201581027668,-1.6,1.2
-0.0034733201581027668,-1.6,1.8
-0.0034634387351778653,-1.8,2.2
-0.0034535573122529643,-1.8,2.8
-0.0034436758893280632,-2.0,3.4
-0.0034337944664031617,-2.0,3.8
-0.0034239130434782607,-2.2,4.4
-0.0034140316205533597,-2.2,4.8
-0.003404150197628458,-2.2,5.2
-0.003394268774703557,-2.4,5.8
-0.003384387351778656,-2.4,6.0
-0.0033745059288537546,-2.4,6.4
-0.0033646245059288536,-2.6,6.8
-0.0033547430830039525,-2.6,7.2
-0.003344861660079051,-2.6,7.6
-0.00333498023715415,-2.8,7.8
-0.003325098814229249,-2.8,8.0
-0.0033152173913043475,-2.8,8.2
-0.0033053359683794465,-2.8,8.4
-0.0032954545454545454,-2.8,8.8
-0.003285573122529644,-2.8,8.8
-0.003275691699604743,-3.0,8.8
-0.003265810276679842,-2.8,8.8
-0.003255928853754941,-3.0,8.8
-0.0032460474308300393,-2.8,9.0
-0.0032361660079051383,-2.8,8.8
-0.0032262845849802373,-2.8,8.8
-0.003216403162055336,-2.8,8.6
-0.0032065217391304347,-2.8,8.4
-0.0031966403162055337,-2.8,8.2
-0.0031867588932806322,-2.8,8.0
-0.003176877470355731,-2.8,7.8
-0.00316699604743083,-2.8,7.4
-0.0031571146245059287,-2.6,7.2
-0.0031472332015810276,-2.6,6.8
-0.0031373517786561266,-2.6,6.4
-0.003127470355731225,-2.6,6.0
-0.003117588932806324,-2.4,5.8
-0.003107707509881423,-2.4,5.2
-0.0030978260869565215,-2.2,4.8
-0.0030879446640316205,-2.2,4.4
-0.0030780632411067195,-2.0,3.8
-0.003068181818181818,-2.0,3.4
-0.003058300395256917,-2.0,2.8
-0.003048418972332016,-1.8,2.4
-0.0030385375494071144,-1.8,1.8
-0.0030286561264822134,-1.6,1.2
-0.0030187747035573123,-1.6,0.6
-0.003008893280632411,-1.4,0.0
-0.00299901185770751,-1.4,-0.4
-0.002989130434782609,-1.2,-1.0
-0.0029792490118577073,-1.2,-1.6
-0.0029693675889328063,-1.0,-2.0
-0.0029594861660079052,-1.0,-2.6
-0.0029496047430830038,-0.8,-3.2
-0.0029397233201581027,-0.8,-3.8
-0.0029298418972332017,-0.8,-4.2
-0.0029199604743083,-0.8,-4.8
-0.002910079051383399,-0.6,-5.2
-0.002900197628458498,-0.4,-5.6
-0.0028903162055335966,-0.4,-6.0
-0.0028804347826086956,-0.4,-6.4
-0.0028705533596837945,-0.2,-6.8
-0.002860671936758893,-0.2,-7.2
-0.002850790513833992,-0.2,-7.4
-0.002840909090909091,-0.2,-7.8
-0.0028310276679841895,0.0,-8.0
-0.0028211462450592885,0.0,-8.2
-0.0028112648221343874,0.0,-8.4
-0.002801383399209486,0.0,-8.6
-0.002791501976284585,0.0,-8.8
-0.002781620553359684,0.0,-8.8
-0.0027717391304347824,0.0,-8.8
-0.0027618577075098814,0.0,-8.8
-0.0027519762845849803,0.0,-8.8
-0.002742094861660079,0.0,-8.8
-0.002732213438735178,0.0,-8.8
-0.0027223320158102767,0.0,-8.6
-0.0027124505928853753,0.0,-8.4
-0.0027025691699604742,0.0,-8.2
-0.002692687747035573,-0.2,-8.0
-0.0026828063241106717,0.0,-7.8
-0.0026729249011857707,0.0,-7.6
-0.0026630434782608696,-0.2,-7.2
-0.002653162055335968,-0.4,-6.8
-0.002643280632411067,-0.4,-6.4
-0.002633399209486166,-0.4,-6.0
-0.0026235177865612646,-0.4,-5.6
-0.0026136363636363636,-0.6,-5.2
-0.0026037549407114625,-0.6,-4.8
-0.002593873517786561,-0.8,-4.2
-0.00258399209486166,-0.8,-3.8
-0.002574110671936759,-0.8,-3.2
-0.0025642292490118575,-1.0,-2.8
-0.0025543478260869564,-1.0,-2.2
-0.0025444664031620554,-1.2,-1.6
-0.002534584980237154,-1.2,-1.0
-0.002524703557312253,-1.4,-0.4
-0.002514822134387352,-1.4,0.0
-0.0025049407114624504,-1.4,0.6
-0.0024950592885375493,-1.6,1.2
-0.0024851778656126483,-1.8,1.8
-0.002475296442687747,-1.8,2.2
-0.0024654150197628458,-1.8,2.8
-0.0024555335968379447,-2.0,3.4
-0.0024456521739130432,-2.0,3.8
-0.002435770750988142,-2.2,4.2
-0.002425889328063241,-2.2,4.8
-0.0024160079051383397,-2.2,5.2
-0.0024061264822134386,-2.4,5.6
-0.0023962450592885376,-2.4,6.0
-0.002386363636363636,-2.6,6.4
-0.002376482213438735,-2.6,6.8
-0.002366600790513834,-2.6,7.2
-0.0023567193675889326,-2.6,7.4
-0.0023468379446640315,-2.8,7.8
-0.0023369565217391305,-2.8,8.0
-0.002327075098814229,-2.8,8.2
-0.002317193675889328,-2.8,8.4
-0.002307312252964427,-2.8,8.6
-0.0022974308300395254,-2.8,8.8
-0.0022875494071146244,-2.8,8.8
-0.0022776679841897234,-3.0,8.8
-0.002267786561264822,-2.8,8.8
-0.002257905138339921,-2.8,8.8
-0.00224802371541502,-3.0,8.8
-0.0022381422924901183,-2.8,8.8
-0.0022282608695652173,-2.8,8.6
-0.0022183794466403162,-2.8,8.4
-0.0022084980237154148,-2.8,8.2
-0.0021986166007905137,-2.8,8.0
-0.0021887351778656127,-2.8,7.8
-0.002178853754940711,-2.6,7.4
-0.00216897233201581,-2.8,7.2
-0.002159090909090909,-2.6,6.8
-0.0021492094861660076,-2.6,6.6
-0.0021393280632411066,-2.4,6.0
-0.0021294466403162056,-2.4,5.6
-0.002119565217391304,-2.4,5.2
-0.002109683794466403,-2.2,4.8
-0.002099802371541502,-2.2,4.4
-0.0020899209486166005,-2.0,4.0
-0.0020800395256916995,-2.0,3.4
-0.0020701581027667984,-2.0,2.8
-0.002060276679841897,-1.8,2.2
-0.002050395256916996,-1.8,1.8
-0.002040513833992095,-1.6,1.2
-0.0020306324110671934,-1.6,0.8
-0.0020207509881422924,-1.4,0.0
-0.0020108695652173913,-1.4,-0.4
-0.00200098814229249,-1.2,-1.0
-0.001991106719367589,-1.2,-1.6
-0.0019812252964426878,-1.0,-2.2
-0.0019713438735177863,-1.0,-2.8
-0.0019614624505928852,-0.8,-3.2
-0.001951581027667984,-0.8,-3.8
-0.0019416996047430827,-0.8,-4.2
-0.0019318181818181817,-0.6,-4.8
-0.0019219367588932804,-0.6,-5.2
-0.0019120553359683792,-0.4,-5.6
-0.0019021739130434781,-0.4,-6.0
-0.0018922924901185769,-0.4,-6.4
-0.0018824110671936756,-0.2,-6.8
-0.0018725296442687746,-0.2,-7.2
-0.0018626482213438733,-0.2,-7.6
-0.001852766798418972,-0.2,-7.8
-0.001842885375494071,-0.2,-8.0
-0.0018330039525691697,0.0,-8.2
-0.0018231225296442687,0.0,-8.4
-0.0018132411067193674,0.0,-8.6
-0.0018033596837944662,0.0,-8.8
-0.001793478260869565,0.0,-8.8
-0.0017835968379446639,0.0,-9.0
-0.0017737154150197628,0.0,-8.8
-0.0017638339920948614,0.0,-8.8
-0.0017539525691699603,0.0,-8.8
-0.0017440711462450593,0.0,-8.8
-0.0017341897233201578,0.0,-8.6
-0.0017243083003952568,0.0,-8.4
-0.0017144268774703557,0.0,-8.4
-0.0017045454545454542,-0.2,-8.0
-0.0016946640316205532,0.0,-7.8
-0.0016847826086956522,-0.2,-7.6
-0.0016749011857707507,-0.2,-7.2
-0.0016650197628458496,-0.2,-6.8
-0.0016551383399209486,-0.4,-6.4
-0.0016452569169960471,-0.4,-6.0
-0.001635375494071146,-0.4,-5.6
-0.001625494071146245,-0.6,-5.2
-0.0016156126482213436,-0.6,-4.8
-0.0016057312252964425,-0.8,-4.2
-0.0015958498023715415,-0.8,-3.8
-0.00158596837944664,-0.8,-3.2
-0.001576086956521739,-1.0,-2.8
-0.001566205533596838,-1.0,-2.2
-0.0015563241106719364,-1.2,-1.6
-0.0015464426877470354,-1.2,-1.0
-0.0015365612648221344,-1.4,-0.6
-0.0015266798418972329,-1.4,0.0
-0.0015167984189723318,-1.6,0.6
-0.0015069169960474308,-1.6,1.2
-0.0014970355731225293,-1.6,1.6
-0.0014871541501976283,-1.8,2.2
-0.0014772727272727272,-1.8,2.8
-0.0014673913043478258,-2.0,3.4
-0.0014575098814229247,-2.0,3.8
-0.0014476284584980237,-2.2,4.4
-0.0014377470355731222,-2.2,4.8
-0.0014278656126482212,-2.2,5.2
-0.0014179841897233201,-2.4,5.6
-0.0014081027667984186,-2.4,6.0
-0.0013982213438735176,-2.6,6.6
-0.0013883399209486166,-2.6,6.8
-0.001378458498023715,-2.6,7.2
-0.001368577075098814,-2.6,7.6
-0.001358695652173913,-2.6,7.8
-0.0013488142292490115,-2.6,8.0
-0.0013389328063241105,-2.8,8.2
-0.0013290513833992094,-2.8,8.4
-0.001319169960474308,-2.8,8.6
-0.001309288537549407,-3.0,8.6
-0.0012994071146245059,-3.0,8.8
-0.0012895256916996044,-3.0,8.8
-0.0012796442687747034,-3.0,8.8
-0.0012697628458498023,-3.0,8.8
-0.0012598814229249009,-3.0,8.8
-0.0012499999999999998,-3.0,8.8
-0.0012401185770750988,-2.8,8.6
-0.0012302371541501973,-2.8,8.4
-0.0012203557312252962,-2.8,8.2
-0.0012104743083003952,-2.8,8.0
-0.0012005928853754937,-2.8,7.8
-0.0011907114624505927,-2.6,7.6
-0.0011808300395256916,-2.6,7.2
-0.0011709486166007902,-2.6,6.8
-0.0011610671936758891,-2.6,6.4
-0.001151185770750988,-2.4,6.0
-0.0011413043478260866,-2.4,5.8
-0.0011314229249011856,-2.2,5.2
-0.0011215415019762845,-2.2,4.8
-0.001111660079051383,-2.2,4.2
-0.001101778656126482,-2.0,3.8
-0.001091897233201581,-2.0,3.4
-0.0010820158102766795,-2.0,2.8
-0.0010721343873517785,-1.8,2.4
-0.0010622529644268774,-1.6,1.8
-0.001052371541501976,-1.6,1.2
-0.001042490118577075,-1.4,0.6
-0.0010326086956521738,-1.4,0.0
-0.0010227272727272724,-1.4,-0.6
-0.0010128458498023713,-1.2,-1.2
-0.0010029644268774703,-1.2,-1.6
-0.0009930830039525688,-1.0,-2.2
-0.0009832015810276678,-1.0,-2.6
-0.0009733201581027667,-0.8,-3.2
-0.0009634387351778653,-0.8,-3.8
-0.0009535573122529642,-0.8,-4.2
-0.0009436758893280632,-0.6,-4.8
-0.0009337944664031617,-0.6,-5.2
-0.0009239130434782607,-0.4,-5.6
-0.0009140316205533596,-0.4,-6.0
-0.0009041501976284581,-0.4,-6.4
-0.0008942687747035571,-0.4,-7.0
-0.000884387351778656,-0.2,-7.2
-0.0008745059288537546,-0.2,-7.4
-0.0008646245059288535,-0.2,-7.8
-0.0008547430830039525,-0.2,-8.0
-0.000844861660079051,0.0,-8.2
-0.00083498023715415,0.0,-8.4
-0.0008250988142292489,0.0,-8.6
-0.0008152173913043475,0.0,-8.8
-0.0008053359683794464,0.0,-8.8
-0.0007954545454545454,0.0,-9.0
-0.0007855731225296439,0.0,-8.8
-0.0007756916996047429,0.0,-8.8
-0.0007658102766798418,0.0,-8.8
-0.0007559288537549403,0.0,-8.8
-0.0007460474308300393,0.0,-8.6
-0.0007361660079051383,0.0,-8.4
-0.0007262845849802368,0.0,-8.4
-0.0007164031620553357,-0.2,-8.0
-0.0007065217391304347,-0.2,-7.8
-0.0006966403162055332,-0.2,-7.6
-0.0006867588932806322,-0.2,-7.2
-0.0006768774703557311,-0.2,-6.8
-0.0006669960474308297,-0.4,-6.4
-0.0006571146245059286,-0.4,-6.0
-0.0006472332015810276,-0.4,-5.6
-0.0006373517786561261,-0.6,-5.2
-0.0006274703557312251,-0.6,-4.8
-0.000617588932806324,-0.8,-4.2
-0.0006077075098814225,-0.8,-3.8
-0.0005978260869565215,-0.8,-3.2
-0.0005879446640316205,-1.0,-2.8
-0.000578063241106719,-1.0,-2.2
-0.0005681818181818179,-1.2,-1.6
-0.0005583003952569169,-1.2,-1.0
-0.0005484189723320154,-1.4,-0.6
-0.0005385375494071144,-1.4,0.0
-0.0005286561264822133,-1.4,0.6
-0.0005187747035573119,-1.6,1.2
