Time,CH1,CH2
-0.00375,10.4,2.8
-0.003740118577075099,10.4,2.8
-0.0037302371541501973,10.4,3.0
-0.0037203557312252963,10.4,3.0
-0.0037104743083003953,10.4,3.0
-0.003700592885375494,10.4,3.0
-0.0036907114624505927,10.4,3.2
-0.0036808300395256917,10.4,3.2
-0.0036709486166007902,10.4,3.2
-0.003661067193675889,10.4,3.2
-0.003651185770750988,10.4,3.2
-0.0036413043478260867,10.4,3.2
-0.0036314229249011856,10.4,3.2
-0.0036215415019762846,10.4,3.0
-0.003611660079051383,10.4,3.0
-0.003601778656126482,10.4,3.0
-0.003591897233201581,10.4,2.8
-0.0035820158102766795,10.4,2.8
-0.0035721343873517785,10.2,2.6
-0.0035622529644268775,9.8,2.6
-0.003552371541501976,9.6,2.4
-0.003542490118577075,9.2,2.2
-0.003532608695652174,8.6,2.0
-0.0035227272727272724,8.2,2.0
-0.0035128458498023714,7.8,1.8
-0.0035029644268774703,7.4,1.6
-0.003493083003952569,6.8,1.4
-0.003483201581027668,6.2,1.2
-0.0034733201581027668,5.8,1.0
-0.0034634387351778653,5.2,1.0
-0.0034535573122529643,4.6,0.6
-0.0034436758893280632,4.0,0.6
-0.0034337944664031617,3.4,0.2
-0.0034239130434782607,2.8,0.0
-0.0034140316205533597,2.2,0.0
-0.003404150197628458,1.6,-0.2
-0.003394268774703557,1.0,-0.6
-0.003384387351778656,0.6,-0.8
-0.0033745059288537546,0.0,-0.8
-0.0033646245059288536,-0.6,-1.2
-0.0033547430830039525,-1.2,-1.2
-0.003344861660079051,-1.6,-1.4
-0.00333498023715415,-2.2,-1.6
-0.003325098814229249,-2.8,-1.8
-0.0033152173913043475,-3.2,-2.0
-0.0033053359683794465,-3.6,-2.2
-0.0032954545454545454,-4.0,-2.2
-0.003285573122529644,-4.4,-2.4
-0.003275691699604743,-4.8,-2.4
-0.003265810276679842,-5.0,-2.6
-0.003255928853754941,-5.4,-2.8
-0.0032460474308300393,-5.6,-2.8
-0.0032361660079051383,-6.0,-2.8
-0.0032262845849802373,-6.0,-3.0
-0.003216403162055336,-6.2,-3.0
-0.0032065217391304347,-6.4,-3.2
-0.0031966403162055337,-6.6,-3.0
-0.0031867588932806322,-6.6,-3.0
-0.003176877470355731,-6.6,-3.2
-0.00316699604743083,-6.6,-3.2
-0.0031571146245059287,-6.6,-3.2
-0.0031472332015810276,-6.6,-3.0
-0.0031373517786561266,-6.4,-3.0
-0.003127470355731225,-6.2,-3.0
-0.003117588932806324,-6.2,-3.0
-0.003107707509881423,-5.8,-2.8
-0.0030978260869565215,-5.6,-2.8
-0.0030879446640316205,-5.2,-2.6
-0.0030780632411067195,-5.0,-2.6
-0.003068181818181818,-4.6,-2.4
-0.003058300395256917,-4.2,-2.4
-0.003048418972332016,-3.8,-2.2
-0.0030385375494071144,-3.4,-2.0
-0.0030286561264822134,-3.0,-1.8
-0.0030187747035573123,-2.6,-1.6
-0.003008893280632411,-2.0,-1.4
-0.00299901185770751,-1.4,-1.2
-0.002989130434782609,-1.0,-1.2
-0.0029792490118577073,-0.6,-1.0
-0.0029693675889328063,0.0,-0.8
-0.0029594861660079052,0.6,-0.6
-0.0029496047430830038,1.4,-0.4
-0.0029397233201581027,2.0,-0.2
-0.0029298418972332017,2.4,0.0
-0.0029199604743083,3.0,0.2
-0.002910079051383399,3.6,0.4
-0.002900197628458498,4.2,0.6
-0.0028903162055335966,4.8,0.8
-0.0028804347826086956,5.4,1.0
-0.0028705533596837945,6.0,1.2
-0.002860671936758893,6.6,1.4
