t,U
38420, 	-0.289
38430, 	-0.288
38440, 	-0.288
38450, 	-0.287
38460, 	-0.286
38470, 	-0.285
38480, 	-0.286
38490, 	-0.284
38500, 	-0.283
38510, 	-0.283
38520, 	-0.283
38530, 	-0.282
38540, 	-0.281
38550, 	-0.281
38560, 	-0.280
38570, 	-0.279
38580, 	-0.279
38590, 	-0.278
38600, 	-0.278
38610, 	-0.277
38620, 	-0.277
38630, 	-0.276
38640, 	-0.276
38650, 	-0.275
38660, 	-0.274
38670, 	-0.273
38680, 	-0.273
38690, 	-0.273
38700, 	-0.272
38710, 	-0.272
38720, 	-0.271
38730, 	-0.270
38740, 	-0.270
38750, 	-0.269
38760, 	-0.269
38770, 	-0.268
38780, 	-0.268
38790, 	-0.267
38800, 	-0.266
38810, 	-0.266
38820, 	-0.265
38830, 	-0.264
38840, 	-0.264
38850, 	-0.263
38860, 	-0.263
38870, 	-0.262
38880, 	-0.262
38890, 	-0.261
38900, 	-0.260
38910, 	-0.260
38920, 	-0.259
38930, 	-0.259
38940, 	-0.258
38950, 	-0.258
38960, 	-0.257
38970, 	-0.256
38980, 	-0.255
38990, 	-0.255
39000, 	-0.255
39010, 	-0.254
39020, 	-0.254
39030, 	-0.253
39040, 	-0.252
39050, 	-0.252
39060, 	-0.251
39070, 	-0.251
39080, 	-0.250
39090, 	-0.249
39100, 	-0.249
39110, 	-0.249
39120, 	-0.248
39130, 	-0.247
39140, 	-0.247
39150, 	-0.246
39160, 	-0.245
39170, 	-0.245
39180, 	-0.244
39190, 	-0.243
39200, 	-0.243
39210, 	-0.243
39220, 	-0.242
39230, 	-0.242
39240, 	-0.241
39250, 	-0.240
39260, 	-0.240
39270, 	-0.239
39280, 	-0.238
39290, 	-0.237
39300, 	-0.236
39310, 	-0.236
39320, 	-0.236
39330, 	-0.235
39340, 	-0.235
39350, 	-0.234
39360, 	-0.234
39370, 	-0.233
39380, 	-0.232
39390, 	-0.232
39400, 	-0.231
39410, 	-0.230
39420, 	-0.230
39430, 	-0.229
39440, 	-0.229
39450, 	-0.228
39460, 	-0.227
39470, 	-0.227
39480, 	-0.227
39490, 	-0.226
39500, 	-0.225
39510, 	-0.225
39520, 	-0.224
39530, 	-0.224
39540, 	-0.224
39550, 	-0.223
39560, 	-0.222
39570, 	-0.222
39580, 	-0.221
39590, 	-0.220
39600, 	-0.220
39610, 	-0.219
39620, 	-0.219
39630, 	-0.218
39640, 	-0.217
39650, 	-0.217
39660, 	-0.217
39670, 	-0.216
39680, 	-0.215
39690, 	-0.215
39700, 	-0.214
39710, 	-0.214
39720, 	-0.213
39730, 	-0.213
39740, 	-0.212
39750, 	-0.211
39760, 	-0.211
39770, 	-0.210
39780, 	-0.209
39790, 	-0.209
39800, 	-0.208
39810, 	-0.208
39820, 	-0.207
39830, 	-0.206
39840, 	-0.205
39850, 	-0.205
39860, 	-0.205
39870, 	-0.205
39880, 	-0.204
39890, 	-0.204
39900, 	-0.203
39910, 	-0.202
39920, 	-0.202
39930, 	-0.202
39940, 	-0.201
39950, 	-0.201
39960, 	-0.200
39970, 	-0.199
39980, 	-0.198
39990, 	-0.198
40000, 	-0.197
40010, 	-0.197
40020, 	-0.197
40030, 	-0.196
40040, 	-0.195
40050, 	-0.195
40060, 	-0.195
40070, 	-0.194
40080, 	-0.193
40090, 	-0.193
40100, 	-0.192
40110, 	-0.191
40120, 	-0.191
40130, 	-0.190
40140, 	-0.189
40150, 	-0.189
40160, 	-0.189
40170, 	-0.188
40180, 	-0.188
40190, 	-0.187
40200, 	-0.187
40210, 	-0.186
40220, 	-0.186
40230, 	-0.185
40240, 	-0.184
40250, 	-0.183
40260, 	-0.183
40270, 	-0.183
40280, 	-0.182
40290, 	-0.181
40300, 	-0.180
40310, 	-0.180
40320, 	-0.180
40330, 	-0.179
40340, 	-0.179
40350, 	-0.179
40360, 	-0.178
40370, 	-0.177
40380, 	-0.176
40390, 	-0.176
40400, 	-0.175
40410, 	-0.175
40420, 	-0.174
40430, 	-0.174
40440, 	-0.173
40450, 	-0.173
40460, 	-0.172
40470, 	-0.171
40480, 	-0.171
40490, 	-0.171
40500, 	-0.170
40510, 	-0.169
40520, 	-0.169
40530, 	-0.169
40540, 	-0.168
40550, 	-0.168
40560, 	-0.167
40570, 	-0.167
40580, 	-0.166
40590, 	-0.166
40600, 	-0.165
40610, 	-0.165
40620, 	-0.164
40630, 	-0.164
40640, 	-0.163
40650, 	-0.162
40660, 	-0.162
40670, 	-0.161
40680, 	-0.161
40690, 	-0.160
40700, 	-0.160
40710, 	-0.159
40720, 	-0.158
40730, 	-0.158
40740, 	-0.157
40750, 	-0.157
40760, 	-0.156
40770, 	-0.156
40780, 	-0.155
40790, 	-0.155
40800, 	-0.153
40810, 	-0.153
40820, 	-0.153
40830, 	-0.151
40840, 	-0.151
40850, 	-0.151
40860, 	-0.150
40870, 	-0.150
40880, 	-0.150
40890, 	-0.149
40900, 	-0.149
40910, 	-0.148
40920, 	-0.147
40930, 	-0.147
40940, 	-0.146
40950, 	-0.146
40960, 	-0.145
40970, 	-0.144
40980, 	-0.145
40990, 	-0.144
41000, 	-0.143
41010, 	-0.143
41020, 	-0.143
41030, 	-0.142
41040, 	-0.142
41050, 	-0.141
41060, 	-0.140
41070, 	-0.140
41080, 	-0.139
41090, 	-0.139
41100, 	-0.138
41110, 	-0.138
41120, 	-0.137
41130, 	-0.136
41140, 	-0.136
41150, 	-0.135
41160, 	-0.135
41170, 	-0.135
41180, 	-0.134
41190, 	-0.133
41200, 	-0.133
41210, 	-0.132
41220, 	-0.132
41230, 	-0.132
41240, 	-0.131
41250, 	-0.131
41260, 	-0.130
41270, 	-0.130
41280, 	-0.129
41290, 	-0.129
41300, 	-0.128
41310, 	-0.128
41320, 	-0.127
41330, 	-0.126
41340, 	-0.126
41350, 	-0.125
41360, 	-0.125
41370, 	-0.124
41380, 	-0.124
41390, 	-0.123
41400, 	-0.122
41410, 	-0.122
41420, 	-0.122
41430, 	-0.121
41440, 	-0.121
41450, 	-0.120
41460, 	-0.120
41470, 	-0.119
41480, 	-0.118
41490, 	-0.118
41500, 	-0.117
41510, 	-0.117
41520, 	-0.117
41530, 	-0.116
41540, 	-0.116
41550, 	-0.115
41560, 	-0.114
41570, 	-0.114
41580, 	-0.114
41590, 	-0.113
41600, 	-0.113
41610, 	-0.112
41620, 	-0.112
41630, 	-0.111
41640, 	-0.110
41650, 	-0.110
41660, 	-0.110
41670, 	-0.109
41680, 	-0.109
41690, 	-0.108
41700, 	-0.108
41710, 	-0.108
41720, 	-0.107
41730, 	-0.106
41740, 	-0.105
41750, 	-0.106
41760, 	-0.105
41770, 	-0.104
41780, 	-0.104
41790, 	-0.103
41800, 	-0.102
41810, 	-0.102
41820, 	-0.102
41830, 	-0.102
41840, 	-0.101
41850, 	-0.100
41860, 	-0.101
41870, 	-0.100
41880, 	-0.100
41890, 	-0.099
41900, 	-0.098
41910, 	-0.098
41920, 	-0.097
41930, 	-0.097
41940, 	-0.096
41950, 	-0.096
41960, 	-0.096
41970, 	-0.096
41980, 	-0.095
41990, 	-0.095
42000, 	-0.094
42010, 	-0.094
42020, 	-0.093
42030, 	-0.092
42040, 	-0.092
42050, 	-0.092
42060, 	-0.091
42070, 	-0.090
42080, 	-0.090
42090, 	-0.089
42100, 	-0.088
42110, 	-0.088
42120, 	-0.088
42130, 	-0.087
42140, 	-0.087
42150, 	-0.086
42160, 	-0.086
42170, 	-0.086
42180, 	-0.085
42190, 	-0.084
42200, 	-0.084
42210, 	-0.084
42220, 	-0.083
42230, 	-0.083
42240, 	-0.082
42250, 	-0.082
42260, 	-0.082
42270, 	-0.081
42280, 	-0.080
42290, 	-0.080
42300, 	-0.080
42310, 	-0.079
42320, 	-0.078
42330, 	-0.077
42340, 	-0.077
42350, 	-0.076
42360, 	-0.076
42370, 	-0.075
42380, 	-0.075
42390, 	-0.074
42400, 	-0.074
42410, 	-0.073
42420, 	-0.073
42430, 	-0.072
42440, 	-0.072
42450, 	-0.071
42460, 	-0.071
42470, 	-0.070
42480, 	-0.070
42490, 	-0.069
42500, 	-0.069
42510, 	-0.069
42520, 	-0.068
42530, 	-0.068
42540, 	-0.067
42550, 	-0.067
42560, 	-0.066
42570, 	-0.066
42580, 	-0.065
42590, 	-0.065
42600, 	-0.064
42610, 	-0.063
42620, 	-0.062
42630, 	-0.063
42640, 	-0.062
42650, 	-0.061
42660, 	-0.061
42670, 	-0.061
42680, 	-0.060
42690, 	-0.060
42700, 	-0.060
42710, 	-0.059
42720, 	-0.059
42730, 	-0.058
42740, 	-0.058
42750, 	-0.057
42760, 	-0.057
42770, 	-0.056
42780, 	-0.055
42790, 	-0.055
42800, 	-0.055
42810, 	-0.054
42820, 	-0.054
42830, 	-0.054
42840, 	-0.052
42850, 	-0.053
42860, 	-0.052
42870, 	-0.052
42880, 	-0.051
42890, 	-0.051
42900, 	-0.051
42910, 	-0.050
42920, 	-0.049
42930, 	-0.048
42940, 	-0.048
42950, 	-0.047
42960, 	-0.047
42970, 	-0.047
42980, 	-0.047
42990, 	-0.046
43000, 	-0.046
43010, 	-0.045
43020, 	-0.045
43030, 	-0.045
43040, 	-0.045
43050, 	-0.044
43060, 	-0.043
43070, 	-0.042
43080, 	-0.042
43090, 	-0.042
43100, 	-0.041
43110, 	-0.040
43120, 	-0.040
43130, 	-0.040
43140, 	-0.039
43150, 	-0.039
43160, 	-0.039
43170, 	-0.038
43180, 	-0.037
43190, 	-0.037
43200, 	-0.037
43210, 	-0.036
43220, 	-0.035
43230, 	-0.035
43240, 	-0.034
43250, 	-0.034
43260, 	-0.034
43270, 	-0.033
43280, 	-0.032
43290, 	-0.032
43300, 	-0.032
43310, 	-0.031
43320, 	-0.030
43330, 	-0.030
43340, 	-0.029
43350, 	-0.030
43360, 	-0.029
43370, 	-0.028
43380, 	-0.028
43390, 	-0.028
43400, 	-0.027
43410, 	-0.026
43420, 	-0.026
43430, 	-0.025
43440, 	-0.025
43450, 	-0.024
43460, 	-0.024
43470, 	-0.024
43480, 	-0.024
43490, 	-0.023
43500, 	-0.023
43510, 	-0.021
43520, 	-0.021
43530, 	-0.021
43540, 	-0.020
43550, 	-0.020
43560, 	-0.019
43570, 	-0.019
43580, 	-0.019
43590, 	-0.019
43600, 	-0.018
43610, 	-0.017
43620, 	-0.017
43630, 	-0.017
43640, 	-0.016
43650, 	-0.016
43660, 	-0.015
43670, 	-0.015
43680, 	-0.014
43690, 	-0.014
43700, 	-0.013
43710, 	-0.013
43720, 	-0.013
43730, 	-0.012
43740, 	-0.011
43750, 	-0.011
43760, 	-0.010
43770, 	-0.010
43780, 	-0.010
43790, 	-0.009
43800, 	-0.009
43810, 	-0.008
43820, 	-0.008
43830, 	-0.008
43840, 	-0.007
43850, 	-0.007
43860, 	-0.006
43870, 	-0.006
43880, 	-0.005
43890, 	-0.004
43900, 	-0.004
43910, 	-0.003
43920, 	-0.002
43930, 	-0.002
43940, 	-0.002
43950, 	-0.002
43960, 	-0.001
43970, 	-0.001
43980, 	-0.001
43990, 	0.000
44000, 	0.000
44010, 	0.001
44020, 	0.001
44030, 	0.002
44040, 	0.002
44050, 	0.002
44060, 	0.003
44070, 	0.003
44080, 	0.004
44090, 	0.004
44100, 	0.005
44110, 	0.006
44120, 	0.006
44130, 	0.006
44140, 	0.007
44150, 	0.008
44160, 	0.007
44170, 	0.008
44180, 	0.009
44190, 	0.009
44200, 	0.009
44210, 	0.010
44220, 	0.011
44230, 	0.011
44240, 	0.011
44250, 	0.012
44260, 	0.012
44270, 	0.012
44280, 	0.013
44290, 	0.013
44300, 	0.013
44310, 	0.015
44320, 	0.015
44330, 	0.015
44340, 	0.016
44350, 	0.017
44360, 	0.017
44370, 	0.017
44380, 	0.017
44390, 	0.018
44400, 	0.018
44410, 	0.018
44420, 	0.019
44430, 	0.019
44440, 	0.020
44450, 	0.020
44460, 	0.020
44470, 	0.021
44480, 	0.022
44490, 	0.021
44500, 	0.023
44510, 	0.023
44520, 	0.023
44530, 	0.024
44540, 	0.024
44550, 	0.025
44560, 	0.024
44570, 	0.025
44580, 	0.026
44590, 	0.026
44600, 	0.027
44610, 	0.027
44620, 	0.028
44630, 	0.028
44640, 	0.028
44650, 	0.028
44660, 	0.029
44670, 	0.029
44680, 	0.030
44690, 	0.030
44700, 	0.031
44710, 	0.032
44720, 	0.032
44730, 	0.032
44740, 	0.032
44750, 	0.033
44760, 	0.034
44770, 	0.034
44780, 	0.034
44790, 	0.035
44800, 	0.036
44810, 	0.035
44820, 	0.036
44830, 	0.037
44840, 	0.037
44850, 	0.037
44860, 	0.038
44870, 	0.039
44880, 	0.038
44890, 	0.039
44900, 	0.039
44910, 	0.040
44920, 	0.041
44930, 	0.041
44940, 	0.041
44950, 	0.042
44960, 	0.042
44970, 	0.044
44980, 	0.044
44990, 	0.044
45000, 	0.044
45010, 	0.045
45020, 	0.045
45030, 	0.046
45040, 	0.046
45050, 	0.047
45060, 	0.047
45070, 	0.047
45080, 	0.048
45090, 	0.049
45100, 	0.048
45110, 	0.049
45120, 	0.049
45130, 	0.050
45140, 	0.051
45150, 	0.051
45160, 	0.051
45170, 	0.052
45180, 	0.052
45190, 	0.053
45200, 	0.053
45210, 	0.053
45220, 	0.054
45230, 	0.054
45240, 	0.054
45250, 	0.055
45260, 	0.055
45270, 	0.055
45280, 	0.056
45290, 	0.057
45300, 	0.057
45310, 	0.057
45320, 	0.058
45330, 	0.059
45340, 	0.059
45350, 	0.059
45360, 	0.060
45370, 	0.060
45380, 	0.060
45390, 	0.060
45400, 	0.061
45410, 	0.062
45420, 	0.062
45430, 	0.062
45440, 	0.063
45450, 	0.063
45460, 	0.063
45470, 	0.064
45480, 	0.064
45490, 	0.064
45500, 	0.065
45510, 	0.065
45520, 	0.066
45530, 	0.066
45540, 	0.067
45550, 	0.068
45560, 	0.068
45570, 	0.068
45580, 	0.069
45590, 	0.069
45600, 	0.069
45610, 	0.070
45620, 	0.070
45630, 	0.070
45640, 	0.071
45650, 	0.072
45660, 	0.072
45670, 	0.073
45680, 	0.073
45690, 	0.073
45700, 	0.073
45710, 	0.074
45720, 	0.074
45730, 	0.075
45740, 	0.075
45750, 	0.075
45760, 	0.076
45770, 	0.076
45780, 	0.077
45790, 	0.077
45800, 	0.077
45810, 	0.078
45820, 	0.078
45830, 	0.079
45840, 	0.080
45850, 	0.080
45860, 	0.080
45870, 	0.080
45880, 	0.081
45890, 	0.081
45900, 	0.082
45910, 	0.082
45920, 	0.082
45930, 	0.083
45940, 	0.083
45950, 	0.084
45960, 	0.084
45970, 	0.085
45980, 	0.084
45990, 	0.085
46000, 	0.086
46010, 	0.086
46020, 	0.087
46030, 	0.087
46040, 	0.088
46050, 	0.088
46060, 	0.089
46070, 	0.089
46080, 	0.089
46090, 	0.089
46100, 	0.090
46110, 	0.090
46120, 	0.091
46130, 	0.091
46140, 	0.092
46150, 	0.092
46160, 	0.092
46170, 	0.092
46180, 	0.093
46190, 	0.094
46200, 	0.094
46210, 	0.094
46220, 	0.095
46230, 	0.094
46240, 	0.096
46250, 	0.096
46260, 	0.096
46270, 	0.097
46280, 	0.097
46290, 	0.098
46300, 	0.099
46310, 	0.099
46320, 	0.100
46330, 	0.099
46340, 	0.099
46350, 	0.100
46360, 	0.101
46370, 	0.101
46380, 	0.102
46390, 	0.102
46400, 	0.103
46410, 	0.103
46420, 	0.103
46430, 	0.104
46440, 	0.104
46450, 	0.105
46460, 	0.105
46470, 	0.105
46480, 	0.106
46490, 	0.106
46500, 	0.107
46510, 	0.107
46520, 	0.107
46530, 	0.107
46540, 	0.108
46550, 	0.109
46560, 	0.108
46570, 	0.109
46580, 	0.109
46590, 	0.110
46600, 	0.110
46610, 	0.110
46620, 	0.111
46630, 	0.111
46640, 	0.112
46650, 	0.112
46660, 	0.113
46670, 	0.113
46680, 	0.113
46690, 	0.114
46700, 	0.114
46710, 	0.114
46720, 	0.115
46730, 	0.115
46740, 	0.115
46750, 	0.116
46760, 	0.116
46770, 	0.117
46780, 	0.117
46790, 	0.117
46800, 	0.118
46810, 	0.118
46820, 	0.119
46830, 	0.119
46840, 	0.120
46850, 	0.120
46860, 	0.121
46870, 	0.120
46880, 	0.121
46890, 	0.121
46900, 	0.122
46910, 	0.122
46920, 	0.122
46930, 	0.123
46940, 	0.123
46950, 	0.124
46960, 	0.124
46970, 	0.124
46980, 	0.124
46990, 	0.125
47000, 	0.125
47010, 	0.126
47020, 	0.126
47030, 	0.126
47040, 	0.127
47050, 	0.127
47060, 	0.128
47070, 	0.128
47080, 	0.128
47090, 	0.129
47100, 	0.130
47110, 	0.130
47120, 	0.130
47130, 	0.131
47140, 	0.131
47150, 	0.131
47160, 	0.132
47170, 	0.132
47180, 	0.133
47190, 	0.133
47200, 	0.133
47210, 	0.134
47220, 	0.134
47230, 	0.135
47240, 	0.135
47250, 	0.136
47260, 	0.136
47270, 	0.136
47280, 	0.136
47290, 	0.136
47300, 	0.136
47310, 	0.138
47320, 	0.138
47330, 	0.138
47340, 	0.138
47350, 	0.138
47360, 	0.139
47370, 	0.140
47380, 	0.140
47390, 	0.141
47400, 	0.141
47410, 	0.141
47420, 	0.142
47430, 	0.142
47440, 	0.142
47450, 	0.142
47460, 	0.143
47470, 	0.143
47480, 	0.144
47490, 	0.144
47500, 	0.145
47510, 	0.145
47520, 	0.145
47530, 	0.145
47540, 	0.146
47550, 	0.146
47560, 	0.147
47570, 	0.147
47580, 	0.148
47590, 	0.148
47600, 	0.148
47610, 	0.149
47620, 	0.149
47630, 	0.149
47640, 	0.149
47650, 	0.150
47660, 	0.150
47670, 	0.151
47680, 	0.151
47690, 	0.152
47700, 	0.152
47710, 	0.152
47720, 	0.152
47730, 	0.153
47740, 	0.154
47750, 	0.155
47760, 	0.155
47770, 	0.155
47780, 	0.155
47790, 	0.155
47800, 	0.156
47810, 	0.156
47820, 	0.156
47830, 	0.157
47840, 	0.158
47850, 	0.157
47860, 	0.158
47870, 	0.159
47880, 	0.159
47890, 	0.159
47900, 	0.160
47910, 	0.161
47920, 	0.160
47930, 	0.161
47940, 	0.161
47950, 	0.162
47960, 	0.163
47970, 	0.163
47980, 	0.163
47990, 	0.163
48000, 	0.163
48010, 	0.164
48020, 	0.164
48030, 	0.165
48040, 	0.165
48050, 	0.166
48060, 	0.166
48070, 	0.166
48080, 	0.167
48090, 	0.167
48100, 	0.167
48110, 	0.168
48120, 	0.168
48130, 	0.169
48140, 	0.169
48150, 	0.169
48160, 	0.169
48170, 	0.169
48180, 	0.170
48190, 	0.170
48200, 	0.170
48210, 	0.171
48220, 	0.172
48230, 	0.172
48240, 	0.172
48250, 	0.172
48260, 	0.172
48270, 	0.173
48280, 	0.174
48290, 	0.174
48300, 	0.174
48310, 	0.174
48320, 	0.176
48330, 	0.175
48340, 	0.176
48350, 	0.176
48360, 	0.177
48370, 	0.176
48380, 	0.177
48390, 	0.178
48400, 	0.178
48410, 	0.178
48420, 	0.178
48430, 	0.179
48440, 	0.179
48450, 	0.179
48460, 	0.180
48470, 	0.180
48480, 	0.180
48490, 	0.181
48500, 	0.181
48510, 	0.182
48520, 	0.182
48530, 	0.182
48540, 	0.183
48550, 	0.184
48560, 	0.183
48570, 	0.184
48580, 	0.184
48590, 	0.185
48600, 	0.185
48610, 	0.186
48620, 	0.187
48630, 	0.186
48640, 	0.187
48650, 	0.187
48660, 	0.188
48670, 	0.188
48680, 	0.188
48690, 	0.189
48700, 	0.189
48710, 	0.190
48720, 	0.190
48730, 	0.190
48740, 	0.190
48750, 	0.190
48760, 	0.191
48770, 	0.191
48780, 	0.192
48790, 	0.192
48800, 	0.192
48810, 	0.192
48820, 	0.192
48830, 	0.193
48840, 	0.193
48850, 	0.193
48860, 	0.194
48870, 	0.194
48880, 	0.195
48890, 	0.195
48900, 	0.195
48910, 	0.195
48920, 	0.196
48930, 	0.197
48940, 	0.197
48950, 	0.197
48960, 	0.197
48970, 	0.197
48980, 	0.198
48990, 	0.198
49000, 	0.199
49010, 	0.199
49020, 	0.200
49030, 	0.200
49040, 	0.200
49050, 	0.200
49060, 	0.200
49070, 	0.201
49080, 	0.201
49090, 	0.202
49100, 	0.202
49110, 	0.203
49120, 	0.204
49130, 	0.204
49140, 	0.204
49150, 	0.204
49160, 	0.205
49170, 	0.205
49180, 	0.206
49190, 	0.206
49200, 	0.206
49210, 	0.206
49220, 	0.207
49230, 	0.207
49240, 	0.208
49250, 	0.208
49260, 	0.209
49270, 	0.209
49280, 	0.210
49290, 	0.210
49300, 	0.209
49310, 	0.210
49320, 	0.210
49330, 	0.211
49340, 	0.211
49350, 	0.212
49360, 	0.212
49370, 	0.213
49380, 	0.213
49390, 	0.212
49400, 	0.213
49410, 	0.214
49420, 	0.214
49430, 	0.214
49440, 	0.215
49450, 	0.215
49460, 	0.215
49470, 	0.216
49480, 	0.216
49490, 	0.217
49500, 	0.217
49510, 	0.217
49520, 	0.218
49530, 	0.218
49540, 	0.218
49550, 	0.218
49560, 	0.219
49570, 	0.219
49580, 	0.220
49590, 	0.220
49600, 	0.220
49610, 	0.221
49620, 	0.220
49630, 	0.222
49640, 	0.222
49650, 	0.223
49660, 	0.223
49670, 	0.223
49680, 	0.224
49690, 	0.224
49700, 	0.224
49710, 	0.225
49720, 	0.225
49730, 	0.225
49740, 	0.226
49750, 	0.226
49760, 	0.227
49770, 	0.228
49780, 	0.227
49790, 	0.228
49800, 	0.228
49810, 	0.228
49820, 	0.228
49830, 	0.229
49840, 	0.230
49850, 	0.230
49860, 	0.230
49870, 	0.230
49880, 	0.231
49890, 	0.231
49900, 	0.231
49910, 	0.232
49920, 	0.232
49930, 	0.232
49940, 	0.233
49950, 	0.233
49960, 	0.234
49970, 	0.234
49980, 	0.234
49990, 	0.235
50000, 	0.235
50010, 	0.236
50020, 	0.236
50030, 	0.236
50040, 	0.237
50050, 	0.236
50060, 	0.237
50070, 	0.237
50080, 	0.238
50090, 	0.238
50100, 	0.238
50110, 	0.239
50120, 	0.239
50130, 	0.239
50140, 	0.240
50150, 	0.240
50160, 	0.240
50170, 	0.241
50180, 	0.242
50190, 	0.242
50200, 	0.242
50210, 	0.242
50220, 	0.243
50230, 	0.243
50240, 	0.243
50250, 	0.243
50260, 	0.244
50270, 	0.244
50280, 	0.245
50290, 	0.245
50300, 	0.246
50310, 	0.246
50320, 	0.246
50330, 	0.247
50340, 	0.247
50350, 	0.247
50360, 	0.248
50370, 	0.248
50380, 	0.248
50390, 	0.248
50400, 	0.249
50410, 	0.249
50420, 	0.250
50430, 	0.249
50440, 	0.250
50450, 	0.250
50460, 	0.250
50470, 	0.251
50480, 	0.252
50490, 	0.252
50500, 	0.252
50510, 	0.253
50520, 	0.253
50530, 	0.253
50540, 	0.253
50550, 	0.254
50560, 	0.254
50570, 	0.254
50580, 	0.254
50590, 	0.255
50600, 	0.255
50610, 	0.256
50620, 	0.257
50630, 	0.257
50640, 	0.257
50650, 	0.257
50660, 	0.258
50670, 	0.259
50680, 	0.259
50690, 	0.259
50700, 	0.259
50710, 	0.260
50720, 	0.260
50730, 	0.261
50740, 	0.261
50750, 	0.262
50760, 	0.262
50770, 	0.262
50780, 	0.262
50790, 	0.263
50800, 	0.263
50810, 	0.263
50820, 	0.264
50830, 	0.264
50840, 	0.265
50850, 	0.266
50860, 	0.266
50870, 	0.265
50880, 	0.266
50890, 	0.267
50900, 	0.267
50910, 	0.267
50920, 	0.268
50930, 	0.268
50940, 	0.268
50950, 	0.268
50960, 	0.269
50970, 	0.270
50980, 	0.270
50990, 	0.270
51000, 	0.271
51010, 	0.271
51020, 	0.271
51030, 	0.272
51040, 	0.272
51050, 	0.272
51060, 	0.273
51070, 	0.274
51080, 	0.274
51090, 	0.274
51100, 	0.275
51110, 	0.275
51120, 	0.276
51130, 	0.275
51140, 	0.276
51150, 	0.276
51160, 	0.277
51170, 	0.277
51180, 	0.278
51190, 	0.278
51200, 	0.278
51210, 	0.278
51220, 	0.278
51230, 	0.279
51240, 	0.280
51250, 	0.279
51260, 	0.280
51270, 	0.280
51280, 	0.280
51290, 	0.280
51300, 	0.281
51310, 	0.281
51320, 	0.281
51330, 	0.282
51340, 	0.282
51350, 	0.282
51360, 	0.283
51370, 	0.282
51380, 	0.283
51390, 	0.283
51400, 	0.283
51410, 	0.284
51420, 	0.285
51430, 	0.285
51440, 	0.285
51450, 	0.285
51460, 	0.286
51470, 	0.286
51480, 	0.286
51490, 	0.286
51500, 	0.286
51510, 	0.286
51520, 	0.287
51530, 	0.288
51540, 	0.288
51550, 	0.288
51560, 	0.288
51570, 	0.288
51580, 	0.288
51590, 	0.289
51600, 	0.289
51610, 	0.290
51620, 	0.290
51630, 	0.290
51640, 	0.291
51650, 	0.291
51660, 	0.291
51670, 	0.291
51680, 	0.292
51690, 	0.292
51700, 	0.292
51710, 	0.293
51720, 	0.293
51730, 	0.293
51740, 	0.294
51750, 	0.294
51760, 	0.293
51770, 	0.294
51780, 	0.295
51790, 	0.295
51800, 	0.296
51810, 	0.296
51820, 	0.296
51830, 	0.296
51840, 	0.297
51850, 	0.296
51860, 	0.297
51870, 	0.297
51880, 	0.298
51890, 	0.299
51900, 	0.299
51910, 	0.300
51920, 	0.299
51930, 	0.300
51940, 	0.300
51950, 	0.300
51960, 	0.300
51970, 	0.301
51980, 	0.301
51990, 	0.301
52000, 	0.302
52010, 	0.302
52020, 	0.302
52030, 	0.303
52040, 	0.303
52050, 	0.303
52060, 	0.304
52070, 	0.304
52080, 	0.304
52090, 	0.305
52100, 	0.305
52110, 	0.305
52120, 	0.305
52130, 	0.306
52140, 	0.306
52150, 	0.307
52160, 	0.307
52170, 	0.307
52180, 	0.308
52190, 	0.308
52200, 	0.308
52210, 	0.309
52220, 	0.309
52230, 	0.309
52240, 	0.309
52250, 	0.309
52260, 	0.309
52270, 	0.311
52280, 	0.311
52290, 	0.311
52300, 	0.311
52310, 	0.312
52320, 	0.312
52330, 	0.312
52340, 	0.312
52350, 	0.313
52360, 	0.313
52370, 	0.313
52380, 	0.314
52390, 	0.314
52400, 	0.314
52410, 	0.315
52420, 	0.315
52430, 	0.315
52440, 	0.315
52450, 	0.316
52460, 	0.316
52470, 	0.317
52480, 	0.317
52490, 	0.318
52500, 	0.318
52510, 	0.318
52520, 	0.318
52530, 	0.318
52540, 	0.318
52550, 	0.319
52560, 	0.319
52570, 	0.319
52580, 	0.320
52590, 	0.320
52600, 	0.321
52610, 	0.321
52620, 	0.321
52630, 	0.321
52640, 	0.321
52650, 	0.322
52660, 	0.322
52670, 	0.323
52680, 	0.324
52690, 	0.323
52700, 	0.324
52710, 	0.324
52720, 	0.324
52730, 	0.324
52740, 	0.324
52750, 	0.324
52760, 	0.325
52770, 	0.325
52780, 	0.326
52790, 	0.326
52800, 	0.326
52810, 	0.326
52820, 	0.327
52830, 	0.327
52840, 	0.327
52850, 	0.327
52860, 	0.328
52870, 	0.328
52880, 	0.329
52890, 	0.328
52900, 	0.329
52910, 	0.329
52920, 	0.330
52930, 	0.329
52940, 	0.330
52950, 	0.331
52960, 	0.331
52970, 	0.331
52980, 	0.331
52990, 	0.331
53000, 	0.332
53010, 	0.332
53020, 	0.332
53030, 	0.333
53040, 	0.333
53050, 	0.333
53060, 	0.333
53070, 	0.333
53080, 	0.333
53090, 	0.334
53100, 	0.334
53110, 	0.335
53120, 	0.335
53130, 	0.335
53140, 	0.336
53150, 	0.336
53160, 	0.336
53170, 	0.336
53180, 	0.336
53190, 	0.336
53200, 	0.337
53210, 	0.337
53220, 	0.338
53230, 	0.338
53240, 	0.339
53250, 	0.339
53260, 	0.339
53270, 	0.339
53280, 	0.339
53290, 	0.340
53300, 	0.339
53310, 	0.340
53320, 	0.340
53330, 	0.341
53340, 	0.341
