t,U
24430, 	-1.465
24440, 	-1.464
24450, 	-1.463
24460, 	-1.461
24470, 	-1.460
24480, 	-1.460
24490, 	-1.458
24500, 	-1.457
24510, 	-1.456
24520, 	-1.455
24530, 	-1.454
24540, 	-1.453
24550, 	-1.452
24560, 	-1.450
24570, 	-1.449
24580, 	-1.448
24590, 	-1.446
24600, 	-1.446
24610, 	-1.445
24620, 	-1.443
24630, 	-1.442
24640, 	-1.441
24650, 	-1.440
24660, 	-1.439
24670, 	-1.438
24680, 	-1.437
24690, 	-1.436
24700, 	-1.435
24710, 	-1.434
24720, 	-1.433
24730, 	-1.432
24740, 	-1.431
24750, 	-1.429
24760, 	-1.428
24770, 	-1.427
24780, 	-1.425
24790, 	-1.425
24800, 	-1.424
24810, 	-1.422
24820, 	-1.421
24830, 	-1.420
24840, 	-1.419
24850, 	-1.418
24860, 	-1.417
24870, 	-1.416
24880, 	-1.414
24890, 	-1.413
24900, 	-1.412
24910, 	-1.411
24920, 	-1.410
24930, 	-1.409
24940, 	-1.408
24950, 	-1.407
24960, 	-1.406
24970, 	-1.405
24980, 	-1.404
24990, 	-1.403
25000, 	-1.401
25010, 	-1.401
25020, 	-1.399
25030, 	-1.398
25040, 	-1.397
25050, 	-1.396
25060, 	-1.395
25070, 	-1.393
25080, 	-1.392
25090, 	-1.391
25100, 	-1.390
25110, 	-1.390
25120, 	-1.388
25130, 	-1.387
25140, 	-1.386
25150, 	-1.385
25160, 	-1.384
25170, 	-1.383
25180, 	-1.382
25190, 	-1.381
25200, 	-1.380
25210, 	-1.378
25220, 	-1.377
25230, 	-1.376
25240, 	-1.375
25250, 	-1.375
25260, 	-1.373
25270, 	-1.372
25280, 	-1.371
25290, 	-1.369
25300, 	-1.369
25310, 	-1.367
25320, 	-1.367
25330, 	-1.365
25340, 	-1.365
25350, 	-1.363
25360, 	-1.362
25370, 	-1.361
25380, 	-1.360
25390, 	-1.359
25400, 	-1.358
25410, 	-1.357
25420, 	-1.356
25430, 	-1.355
25440, 	-1.354
25450, 	-1.353
25460, 	-1.352
25470, 	-1.350
25480, 	-1.349
25490, 	-1.348
25500, 	-1.347
25510, 	-1.346
25520, 	-1.345
25530, 	-1.344
25540, 	-1.343
25550, 	-1.342
25560, 	-1.341
25570, 	-1.340
25580, 	-1.339
25590, 	-1.337
25600, 	-1.337
25610, 	-1.336
25620, 	-1.334
25630, 	-1.334
25640, 	-1.332
25650, 	-1.331
25660, 	-1.331
25670, 	-1.329
25680, 	-1.329
25690, 	-1.327
25700, 	-1.326
25710, 	-1.324
25720, 	-1.323
25730, 	-1.323
25740, 	-1.322
25750, 	-1.320
25760, 	-1.319
25770, 	-1.318
25780, 	-1.317
25790, 	-1.316
25800, 	-1.315
25810, 	-1.314
25820, 	-1.313
25830, 	-1.312
25840, 	-1.311
25850, 	-1.310
25860, 	-1.309
25870, 	-1.308
25880, 	-1.307
25890, 	-1.306
25900, 	-1.304
25910, 	-1.304
25920, 	-1.302
25930, 	-1.301
25940, 	-1.300
25950, 	-1.299
25960, 	-1.298
25970, 	-1.297
25980, 	-1.297
25990, 	-1.295
26000, 	-1.294
26010, 	-1.294
26020, 	-1.292
26030, 	-1.291
26040, 	-1.289
26050, 	-1.288
26060, 	-1.288
26070, 	-1.287
26080, 	-1.285
26090, 	-1.285
26100, 	-1.284
26110, 	-1.282
26120, 	-1.281
26130, 	-1.280
26140, 	-1.279
26150, 	-1.278
26160, 	-1.277
26170, 	-1.276
26180, 	-1.275
26190, 	-1.274
26200, 	-1.273
26210, 	-1.272
26220, 	-1.270
26230, 	-1.270
26240, 	-1.268
26250, 	-1.268
26260, 	-1.267
26270, 	-1.265
26280, 	-1.265
26290, 	-1.263
26300, 	-1.262
26310, 	-1.261
26320, 	-1.261
26330, 	-1.260
26340, 	-1.258
26350, 	-1.257
26360, 	-1.257
26370, 	-1.256
26380, 	-1.254
26390, 	-1.253
26400, 	-1.252
26410, 	-1.251
26420, 	-1.251
26430, 	-1.249
26440, 	-1.248
26450, 	-1.246
26460, 	-1.246
26470, 	-1.245
26480, 	-1.244
26490, 	-1.243
26500, 	-1.242
26510, 	-1.241
26520, 	-1.239
26530, 	-1.238
26540, 	-1.237
26550, 	-1.236
26560, 	-1.236
26570, 	-1.235
26580, 	-1.234
26590, 	-1.232
26600, 	-1.232
26610, 	-1.231
26620, 	-1.229
26630, 	-1.228
26640, 	-1.228
26650, 	-1.226
26660, 	-1.225
26670, 	-1.223
26680, 	-1.223
26690, 	-1.223
26700, 	-1.221
26710, 	-1.220
26720, 	-1.219
26730, 	-1.219
26740, 	-1.217
26750, 	-1.216
26760, 	-1.215
26770, 	-1.214
26780, 	-1.213
26790, 	-1.212
26800, 	-1.211
26810, 	-1.209
26820, 	-1.208
26830, 	-1.208
26840, 	-1.207
26850, 	-1.206
26860, 	-1.205
26870, 	-1.204
26880, 	-1.203
26890, 	-1.202
26900, 	-1.201
26910, 	-1.199
26920, 	-1.199
26930, 	-1.198
26940, 	-1.197
26950, 	-1.195
26960, 	-1.195
26970, 	-1.193
26980, 	-1.193
26990, 	-1.191
27000, 	-1.190
27010, 	-1.189
27020, 	-1.188
27030, 	-1.188
27040, 	-1.186
27050, 	-1.185
27060, 	-1.184
27070, 	-1.183
27080, 	-1.182
27090, 	-1.181
27100, 	-1.180
27110, 	-1.179
27120, 	-1.178
27130, 	-1.177
27140, 	-1.176
27150, 	-1.175
27160, 	-1.174
27170, 	-1.173
27180, 	-1.173
27190, 	-1.172
27200, 	-1.171
27210, 	-1.170
27220, 	-1.168
27230, 	-1.167
27240, 	-1.167
27250, 	-1.166
27260, 	-1.165
27270, 	-1.163
27280, 	-1.163
27290, 	-1.162
27300, 	-1.161
27310, 	-1.160
27320, 	-1.159
27330, 	-1.158
27340, 	-1.158
27350, 	-1.156
27360, 	-1.155
27370, 	-1.153
27380, 	-1.153
27390, 	-1.152
27400, 	-1.151
27410, 	-1.150
27420, 	-1.149
27430, 	-1.148
27440, 	-1.147
27450, 	-1.146
27460, 	-1.145
27470, 	-1.144
27480, 	-1.143
27490, 	-1.142
27500, 	-1.141
27510, 	-1.140
27520, 	-1.139
27530, 	-1.138
27540, 	-1.137
27550, 	-1.136
27560, 	-1.135
27570, 	-1.134
27580, 	-1.133
27590, 	-1.132
27600, 	-1.131
27610, 	-1.130
27620, 	-1.129
27630, 	-1.128
27640, 	-1.127
27650, 	-1.126
27660, 	-1.125
27670, 	-1.125
27680, 	-1.123
27690, 	-1.122
27700, 	-1.121
27710, 	-1.120
27720, 	-1.119
27730, 	-1.118
27740, 	-1.118
27750, 	-1.117
27760, 	-1.115
27770, 	-1.115
27780, 	-1.113
27790, 	-1.113
27800, 	-1.111
27810, 	-1.111
27820, 	-1.110
27830, 	-1.109
27840, 	-1.108
27850, 	-1.106
27860, 	-1.106
27870, 	-1.105
27880, 	-1.104
27890, 	-1.103
27900, 	-1.102
27910, 	-1.101
27920, 	-1.101
27930, 	-1.099
27940, 	-1.098
27950, 	-1.097
27960, 	-1.096
27970, 	-1.096
27980, 	-1.094
27990, 	-1.093
28000, 	-1.093
28010, 	-1.091
28020, 	-1.090
28030, 	-1.089
28040, 	-1.088
28050, 	-1.087
28060, 	-1.086
28070, 	-1.085
28080, 	-1.085
28090, 	-1.084
28100, 	-1.082
28110, 	-1.082
28120, 	-1.080
28130, 	-1.080
28140, 	-1.079
28150, 	-1.078
28160, 	-1.077
28170, 	-1.076
28180, 	-1.075
28190, 	-1.074
28200, 	-1.074
28210, 	-1.072
28220, 	-1.071
28230, 	-1.070
28240, 	-1.070
28250, 	-1.068
28260, 	-1.067
28270, 	-1.066
28280, 	-1.066
28290, 	-1.065
28300, 	-1.064
28310, 	-1.063
28320, 	-1.061
28330, 	-1.060
28340, 	-1.059
28350, 	-1.059
28360, 	-1.058
28370, 	-1.056
28380, 	-1.056
28390, 	-1.055
28400, 	-1.054
28410, 	-1.052
28420, 	-1.052
28430, 	-1.051
28440, 	-1.050
28450, 	-1.049
28460, 	-1.048
28470, 	-1.047
28480, 	-1.046
28490, 	-1.045
28500, 	-1.044
28510, 	-1.043
28520, 	-1.042
28530, 	-1.041
28540, 	-1.040
28550, 	-1.040
28560, 	-1.039
28570, 	-1.037
28580, 	-1.037
28590, 	-1.036
28600, 	-1.035
28610, 	-1.034
28620, 	-1.033
28630, 	-1.032
28640, 	-1.032
28650, 	-1.031
28660, 	-1.029
28670, 	-1.029
28680, 	-1.028
28690, 	-1.027
28700, 	-1.026
28710, 	-1.024
28720, 	-1.024
28730, 	-1.023
28740, 	-1.022
28750, 	-1.021
28760, 	-1.020
28770, 	-1.019
28780, 	-1.018
28790, 	-1.016
28800, 	-1.016
28810, 	-1.015
28820, 	-1.014
28830, 	-1.014
28840, 	-1.012
28850, 	-1.012
28860, 	-1.010
28870, 	-1.009
28880, 	-1.009
28890, 	-1.007
28900, 	-1.007
28910, 	-1.006
28920, 	-1.004
28930, 	-1.004
28940, 	-1.003
28950, 	-1.002
28960, 	-1.001
28970, 	-1.000
28980, 	-1.000
28990, 	-0.998
29000, 	-0.998
29010, 	-0.996
29020, 	-0.995
29030, 	-0.995
29040, 	-0.994
29050, 	-0.993
29060, 	-0.993
29070, 	-0.992
29080, 	-0.991
29090, 	-0.990
29100, 	-0.989
29110, 	-0.988
29120, 	-0.987
29130, 	-0.986
29140, 	-0.985
29150, 	-0.984
29160, 	-0.983
29170, 	-0.982
29180, 	-0.981
29190, 	-0.981
29200, 	-0.980
29210, 	-0.979
29220, 	-0.977
29230, 	-0.977
29240, 	-0.976
29250, 	-0.975
29260, 	-0.974
29270, 	-0.973
29280, 	-0.973
29290, 	-0.971
29300, 	-0.971
29310, 	-0.970
29320, 	-0.969
29330, 	-0.967
29340, 	-0.967
29350, 	-0.966
29360, 	-0.965
29370, 	-0.964
29380, 	-0.963
29390, 	-0.962
29400, 	-0.961
29410, 	-0.961
29420, 	-0.960
29430, 	-0.959
29440, 	-0.958
29450, 	-0.957
29460, 	-0.956
29470, 	-0.955
29480, 	-0.954
29490, 	-0.954
29500, 	-0.953
29510, 	-0.952
29520, 	-0.951
29530, 	-0.950
29540, 	-0.949
29550, 	-0.948
29560, 	-0.947
29570, 	-0.946
29580, 	-0.945
29590, 	-0.944
29600, 	-0.944
29610, 	-0.942
29620, 	-0.942
29630, 	-0.941
29640, 	-0.940
29650, 	-0.939
29660, 	-0.938
29670, 	-0.937
29680, 	-0.937
29690, 	-0.936
29700, 	-0.935
29710, 	-0.933
29720, 	-0.933
29730, 	-0.932
29740, 	-0.931
29750, 	-0.931
29760, 	-0.929
29770, 	-0.928
29780, 	-0.927
29790, 	-0.926
29800, 	-0.925
29810, 	-0.925
29820, 	-0.924
29830, 	-0.923
29840, 	-0.922
29850, 	-0.921
29860, 	-0.921
29870, 	-0.919
29880, 	-0.918
29890, 	-0.917
29900, 	-0.916
29910, 	-0.916
29920, 	-0.915
29930, 	-0.914
29940, 	-0.913
29950, 	-0.912
29960, 	-0.912
29970, 	-0.910
29980, 	-0.910
29990, 	-0.909
30000, 	-0.908
30010, 	-0.906
30020, 	-0.906
30030, 	-0.905
30040, 	-0.904
30050, 	-0.904
30060, 	-0.903
30070, 	-0.901
30080, 	-0.900
30090, 	-0.900
30100, 	-0.898
30110, 	-0.898
30120, 	-0.897
30130, 	-0.896
30140, 	-0.895
30150, 	-0.895
30160, 	-0.894
30170, 	-0.892
30180, 	-0.892
30190, 	-0.891
30200, 	-0.890
30210, 	-0.889
30220, 	-0.888
30230, 	-0.887
30240, 	-0.887
30250, 	-0.886
30260, 	-0.885
30270, 	-0.883
30280, 	-0.883
30290, 	-0.882
30300, 	-0.882
30310, 	-0.880
30320, 	-0.880
30330, 	-0.879
30340, 	-0.878
30350, 	-0.877
30360, 	-0.876
30370, 	-0.875
30380, 	-0.875
30390, 	-0.874
30400, 	-0.873
30410, 	-0.872
30420, 	-0.872
30430, 	-0.870
30440, 	-0.870
30450, 	-0.869
30460, 	-0.868
30470, 	-0.867
30480, 	-0.866
30490, 	-0.865
30500, 	-0.864
30510, 	-0.863
30520, 	-0.863
30530, 	-0.862
30540, 	-0.861
30550, 	-0.860
30560, 	-0.859
30570, 	-0.858
30580, 	-0.857
30590, 	-0.856
30600, 	-0.855
30610, 	-0.855
30620, 	-0.854
30630, 	-0.853
30640, 	-0.852
30650, 	-0.851
30660, 	-0.850
30670, 	-0.850
30680, 	-0.849
30690, 	-0.847
30700, 	-0.847
30710, 	-0.846
30720, 	-0.845
30730, 	-0.844
30740, 	-0.844
30750, 	-0.843
30760, 	-0.842
30770, 	-0.841
30780, 	-0.840
30790, 	-0.839
30800, 	-0.838
30810, 	-0.837
30820, 	-0.836
30830, 	-0.836
30840, 	-0.834
30850, 	-0.833
30860, 	-0.833
30870, 	-0.832
30880, 	-0.831
30890, 	-0.830
30900, 	-0.830
30910, 	-0.829
30920, 	-0.828
30930, 	-0.827
30940, 	-0.826
30950, 	-0.825
30960, 	-0.824
30970, 	-0.824
30980, 	-0.823
30990, 	-0.822
31000, 	-0.821
31010, 	-0.820
31020, 	-0.820
31030, 	-0.819
31040, 	-0.818
31050, 	-0.816
31060, 	-0.816
31070, 	-0.815
31080, 	-0.814
31090, 	-0.813
31100, 	-0.812
31110, 	-0.811
31120, 	-0.810
31130, 	-0.809
31140, 	-0.809
31150, 	-0.808
31160, 	-0.808
31170, 	-0.806
31180, 	-0.806
31190, 	-0.805
31200, 	-0.804
31210, 	-0.803
31220, 	-0.803
31230, 	-0.802
31240, 	-0.801
31250, 	-0.800
31260, 	-0.799
31270, 	-0.799
31280, 	-0.798
31290, 	-0.796
31300, 	-0.795
31310, 	-0.795
31320, 	-0.793
31330, 	-0.793
31340, 	-0.793
31350, 	-0.792
31360, 	-0.790
31370, 	-0.790
31380, 	-0.790
31390, 	-0.788
31400, 	-0.788
31410, 	-0.787
31420, 	-0.786
31430, 	-0.785
31440, 	-0.785
31450, 	-0.784
31460, 	-0.783
31470, 	-0.782
31480, 	-0.781
31490, 	-0.781
31500, 	-0.780
31510, 	-0.779
31520, 	-0.778
31530, 	-0.777
31540, 	-0.776
31550, 	-0.774
31560, 	-0.774
31570, 	-0.774
31580, 	-0.773
31590, 	-0.772
31600, 	-0.771
31610, 	-0.770
31620, 	-0.770
31630, 	-0.769
31640, 	-0.768
31650, 	-0.767
31660, 	-0.766
31670, 	-0.765
31680, 	-0.765
31690, 	-0.763
31700, 	-0.763
31710, 	-0.762
31720, 	-0.761
31730, 	-0.760
31740, 	-0.760
31750, 	-0.759
31760, 	-0.759
31770, 	-0.757
31780, 	-0.757
31790, 	-0.756
31800, 	-0.755
31810, 	-0.754
31820, 	-0.753
31830, 	-0.753
31840, 	-0.752
31850, 	-0.751
31860, 	-0.750
31870, 	-0.749
31880, 	-0.749
31890, 	-0.748
31900, 	-0.746
31910, 	-0.746
31920, 	-0.745
31930, 	-0.744
31940, 	-0.743
31950, 	-0.743
31960, 	-0.742
31970, 	-0.741
31980, 	-0.741
31990, 	-0.739
32000, 	-0.739
32010, 	-0.738
32020, 	-0.737
32030, 	-0.736
32040, 	-0.735
32050, 	-0.734
32060, 	-0.734
32070, 	-0.733
32080, 	-0.732
32090, 	-0.732
32100, 	-0.730
32110, 	-0.730
32120, 	-0.729
32130, 	-0.728
32140, 	-0.727
32150, 	-0.727
32160, 	-0.726
32170, 	-0.725
32180, 	-0.724
32190, 	-0.723
32200, 	-0.723
32210, 	-0.722
32220, 	-0.721
32230, 	-0.720
32240, 	-0.720
32250, 	-0.718
32260, 	-0.718
32270, 	-0.717
32280, 	-0.716
32290, 	-0.716
32300, 	-0.715
32310, 	-0.714
32320, 	-0.713
32330, 	-0.712
32340, 	-0.711
32350, 	-0.710
32360, 	-0.710
32370, 	-0.709
32380, 	-0.708
32390, 	-0.707
32400, 	-0.706
32410, 	-0.705
32420, 	-0.704
32430, 	-0.704
32440, 	-0.703
32450, 	-0.702
32460, 	-0.702
32470, 	-0.701
32480, 	-0.701
32490, 	-0.700
32500, 	-0.699
32510, 	-0.698
32520, 	-0.697
32530, 	-0.696
32540, 	-0.695
32550, 	-0.695
32560, 	-0.694
32570, 	-0.693
32580, 	-0.692
32590, 	-0.691
32600, 	-0.691
32610, 	-0.690
32620, 	-0.690
32630, 	-0.689
32640, 	-0.688
32650, 	-0.687
32660, 	-0.687
32670, 	-0.686
32680, 	-0.684
32690, 	-0.684
32700, 	-0.683
32710, 	-0.682
32720, 	-0.682
32730, 	-0.681
32740, 	-0.680
32750, 	-0.680
32760, 	-0.678
32770, 	-0.677
32780, 	-0.676
32790, 	-0.676
32800, 	-0.675
32810, 	-0.674
32820, 	-0.674
32830, 	-0.673
32840, 	-0.672
32850, 	-0.671
32860, 	-0.670
32870, 	-0.669
32880, 	-0.668
32890, 	-0.668
32900, 	-0.667
32910, 	-0.667
32920, 	-0.666
32930, 	-0.665
32940, 	-0.664
32950, 	-0.663
32960, 	-0.662
32970, 	-0.662
32980, 	-0.661
32990, 	-0.660
33000, 	-0.658
33010, 	-0.658
33020, 	-0.658
33030, 	-0.657
33040, 	-0.656
33050, 	-0.655
33060, 	-0.655
33070, 	-0.653
33080, 	-0.654
33090, 	-0.652
33100, 	-0.651
33110, 	-0.651
33120, 	-0.649
33130, 	-0.649
33140, 	-0.648
33150, 	-0.647
33160, 	-0.647
33170, 	-0.646
33180, 	-0.645
33190, 	-0.645
33200, 	-0.643
33210, 	-0.642
33220, 	-0.642
33230, 	-0.641
33240, 	-0.641
33250, 	-0.640
33260, 	-0.639
33270, 	-0.639
33280, 	-0.637
33290, 	-0.636
33300, 	-0.636
33310, 	-0.636
33320, 	-0.634
33330, 	-0.633
33340, 	-0.633
33350, 	-0.632
33360, 	-0.632
33370, 	-0.631
33380, 	-0.630
33390, 	-0.629
33400, 	-0.629
33410, 	-0.628
33420, 	-0.627
33430, 	-0.626
33440, 	-0.626
33450, 	-0.625
33460, 	-0.624
33470, 	-0.623
33480, 	-0.623
33490, 	-0.622
33500, 	-0.621
33510, 	-0.621
33520, 	-0.620
33530, 	-0.619
33540, 	-0.619
33550, 	-0.617
33560, 	-0.617
33570, 	-0.616
33580, 	-0.615
33590, 	-0.615
33600, 	-0.614
33610, 	-0.612
33620, 	-0.612
33630, 	-0.611
33640, 	-0.611
33650, 	-0.609
33660, 	-0.609
33670, 	-0.608
33680, 	-0.608
33690, 	-0.607
33700, 	-0.606
33710, 	-0.605
33720, 	-0.604
33730, 	-0.604
33740, 	-0.603
33750, 	-0.602
33760, 	-0.601
33770, 	-0.600
33780, 	-0.600
33790, 	-0.600
33800, 	-0.599
33810, 	-0.597
33820, 	-0.597
33830, 	-0.596
33840, 	-0.596
33850, 	-0.595
33860, 	-0.594
33870, 	-0.594
33880, 	-0.593
33890, 	-0.592
33900, 	-0.591
33910, 	-0.590
33920, 	-0.590
33930, 	-0.589
33940, 	-0.589
33950, 	-0.588
33960, 	-0.587
33970, 	-0.587
33980, 	-0.585
33990, 	-0.586
34000, 	-0.584
34010, 	-0.583
34020, 	-0.583
34030, 	-0.582
34040, 	-0.581
34050, 	-0.580
34060, 	-0.579
34070, 	-0.579
34080, 	-0.578
34090, 	-0.578
34100, 	-0.577
34110, 	-0.576
34120, 	-0.575
34130, 	-0.574
34140, 	-0.574
34150, 	-0.573
34160, 	-0.572
34170, 	-0.571
34180, 	-0.571
34190, 	-0.570
34200, 	-0.569
34210, 	-0.569
34220, 	-0.567
34230, 	-0.567
34240, 	-0.566
34250, 	-0.565
34260, 	-0.564
34270, 	-0.564
34280, 	-0.563
34290, 	-0.563
34300, 	-0.562
34310, 	-0.561
34320, 	-0.561
34330, 	-0.560
34340, 	-0.560
34350, 	-0.558
34360, 	-0.558
34370, 	-0.557
34380, 	-0.556
34390, 	-0.555
34400, 	-0.554
34410, 	-0.554
34420, 	-0.553
34430, 	-0.553
34440, 	-0.552
34450, 	-0.551
34460, 	-0.550
34470, 	-0.550
34480, 	-0.549
34490, 	-0.548
34500, 	-0.547
34510, 	-0.547
34520, 	-0.546
34530, 	-0.545
34540, 	-0.544
34550, 	-0.543
34560, 	-0.543
34570, 	-0.542
34580, 	-0.542
34590, 	-0.541
34600, 	-0.540
34610, 	-0.539
34620, 	-0.539
34630, 	-0.538
34640, 	-0.537
34650, 	-0.536
34660, 	-0.536
34670, 	-0.535
34680, 	-0.534
34690, 	-0.533
34700, 	-0.532
34710, 	-0.531
34720, 	-0.531
34730, 	-0.530
34740, 	-0.530
34750, 	-0.529
34760, 	-0.528
34770, 	-0.528
34780, 	-0.527
34790, 	-0.526
34800, 	-0.525
34810, 	-0.525
34820, 	-0.524
34830, 	-0.523
34840, 	-0.523
34850, 	-0.522
34860, 	-0.522
34870, 	-0.521
34880, 	-0.520
34890, 	-0.519
34900, 	-0.518
34910, 	-0.518
34920, 	-0.517
34930, 	-0.516
34940, 	-0.516
34950, 	-0.515
34960, 	-0.514
34970, 	-0.514
34980, 	-0.512
34990, 	-0.512
35000, 	-0.512
35010, 	-0.511
35020, 	-0.510
35030, 	-0.509
35040, 	-0.509
35050, 	-0.508
35060, 	-0.508
35070, 	-0.506
35080, 	-0.506
35090, 	-0.505
35100, 	-0.505
35110, 	-0.504
35120, 	-0.504
35130, 	-0.503
35140, 	-0.502
35150, 	-0.501
35160, 	-0.501
35170, 	-0.500
35180, 	-0.499
35190, 	-0.498
35200, 	-0.498
35210, 	-0.497
35220, 	-0.496
35230, 	-0.495
35240, 	-0.495
35250, 	-0.494
35260, 	-0.493
35270, 	-0.492
35280, 	-0.492
35290, 	-0.491
35300, 	-0.491
35310, 	-0.489
35320, 	-0.489
35330, 	-0.488
35340, 	-0.487
35350, 	-0.487
35360, 	-0.486
35370, 	-0.486
35380, 	-0.485
35390, 	-0.484
35400, 	-0.484
35410, 	-0.483
35420, 	-0.482
35430, 	-0.482
35440, 	-0.481
35450, 	-0.480
35460, 	-0.479
35470, 	-0.479
35480, 	-0.478
35490, 	-0.478
35500, 	-0.477
35510, 	-0.476
35520, 	-0.475
35530, 	-0.475
35540, 	-0.474
35550, 	-0.474
35560, 	-0.473
35570, 	-0.472
35580, 	-0.471
35590, 	-0.471
35600, 	-0.470
35610, 	-0.470
35620, 	-0.468
35630, 	-0.468
35640, 	-0.468
35650, 	-0.467
35660, 	-0.467
35670, 	-0.466
35680, 	-0.464
35690, 	-0.464
35700, 	-0.463
35710, 	-0.463
35720, 	-0.462
35730, 	-0.462
35740, 	-0.460
35750, 	-0.460
35760, 	-0.459
35770, 	-0.458
35780, 	-0.458
35790, 	-0.457
35800, 	-0.457
35810, 	-0.456
35820, 	-0.455
35830, 	-0.454
35840, 	-0.454
35850, 	-0.453
35860, 	-0.452
35870, 	-0.451
35880, 	-0.451
35890, 	-0.450
35900, 	-0.450
35910, 	-0.448
35920, 	-0.448
35930, 	-0.448
35940, 	-0.447
35950, 	-0.447
35960, 	-0.446
35970, 	-0.445
35980, 	-0.445
35990, 	-0.444
36000, 	-0.443
36010, 	-0.442
36020, 	-0.442
36030, 	-0.441
36040, 	-0.440
36050, 	-0.440
36060, 	-0.439
36070, 	-0.439
36080, 	-0.438
36090, 	-0.437
36100, 	-0.436
36110, 	-0.436
36120, 	-0.435
36130, 	-0.434
36140, 	-0.434
36150, 	-0.433
36160, 	-0.433
36170, 	-0.432
36180, 	-0.431
36190, 	-0.430
36200, 	-0.429
36210, 	-0.429
36220, 	-0.428
36230, 	-0.427
36240, 	-0.427
36250, 	-0.426
36260, 	-0.426
36270, 	-0.425
36280, 	-0.423
36290, 	-0.423
36300, 	-0.423
36310, 	-0.422
36320, 	-0.421
36330, 	-0.421
36340, 	-0.420
36350, 	-0.419
36360, 	-0.419
36370, 	-0.418
36380, 	-0.417
36390, 	-0.417
36400, 	-0.416
36410, 	-0.415
36420, 	-0.415
36430, 	-0.414
36440, 	-0.413
36450, 	-0.412
36460, 	-0.412
36470, 	-0.411
36480, 	-0.411
36490, 	-0.410
36500, 	-0.409
36510, 	-0.409
36520, 	-0.409
36530, 	-0.408
36540, 	-0.407
36550, 	-0.406
36560, 	-0.406
36570, 	-0.405
36580, 	-0.404
36590, 	-0.403
36600, 	-0.403
36610, 	-0.402
36620, 	-0.402
36630, 	-0.401
36640, 	-0.401
36650, 	-0.399
36660, 	-0.399
36670, 	-0.398
36680, 	-0.398
36690, 	-0.397
36700, 	-0.396
36710, 	-0.396
36720, 	-0.395
36730, 	-0.394
36740, 	-0.394
36750, 	-0.393
36760, 	-0.393
36770, 	-0.392
36780, 	-0.391
36790, 	-0.391
36800, 	-0.390
36810, 	-0.390
36820, 	-0.389
36830, 	-0.388
36840, 	-0.388
36850, 	-0.387
36860, 	-0.386
36870, 	-0.385
36880, 	-0.385
36890, 	-0.384
36900, 	-0.384
36910, 	-0.383
36920, 	-0.382
36930, 	-0.382
36940, 	-0.381
36950, 	-0.381
36960, 	-0.380
36970, 	-0.380
36980, 	-0.378
36990, 	-0.377
37000, 	-0.378
37010, 	-0.377
37020, 	-0.376
37030, 	-0.375
37040, 	-0.374
37050, 	-0.374
37060, 	-0.374
37070, 	-0.373
37080, 	-0.372
37090, 	-0.371
37100, 	-0.371
37110, 	-0.371
37120, 	-0.370
37130, 	-0.369
37140, 	-0.368
37150, 	-0.368
37160, 	-0.367
37170, 	-0.367
37180, 	-0.365
37190, 	-0.366
37200, 	-0.365
37210, 	-0.364
37220, 	-0.363
37230, 	-0.363
37240, 	-0.362
37250, 	-0.362
37260, 	-0.361
37270, 	-0.360
37280, 	-0.359
37290, 	-0.359
37300, 	-0.358
37310, 	-0.358
37320, 	-0.357
37330, 	-0.357
37340, 	-0.356
37350, 	-0.355
37360, 	-0.355
37370, 	-0.354
37380, 	-0.353
37390, 	-0.353
37400, 	-0.352
37410, 	-0.352
37420, 	-0.350
37430, 	-0.350
37440, 	-0.349
37450, 	-0.349
37460, 	-0.348
37470, 	-0.348
37480, 	-0.347
37490, 	-0.347
37500, 	-0.346
37510, 	-0.345
37520, 	-0.345
37530, 	-0.344
37540, 	-0.343
37550, 	-0.343
37560, 	-0.342
37570, 	-0.342
37580, 	-0.341
37590, 	-0.340
37600, 	-0.340
37610, 	-0.339
37620, 	-0.338
37630, 	-0.337
37640, 	-0.337
37650, 	-0.337
37660, 	-0.336
37670, 	-0.335
37680, 	-0.334
37690, 	-0.333
37700, 	-0.333
37710, 	-0.333
37720, 	-0.332
37730, 	-0.332
37740, 	-0.331
37750, 	-0.331
37760, 	-0.330
37770, 	-0.329
37780, 	-0.329
37790, 	-0.328
37800, 	-0.328
37810, 	-0.326
37820, 	-0.326
37830, 	-0.325
37840, 	-0.325
37850, 	-0.324
37860, 	-0.323
37870, 	-0.323
37880, 	-0.322
37890, 	-0.321
37900, 	-0.321
37910, 	-0.320
37920, 	-0.320
37930, 	-0.319
37940, 	-0.318
37950, 	-0.318
37960, 	-0.317
37970, 	-0.317
37980, 	-0.316
37990, 	-0.315
38000, 	-0.314
38010, 	-0.314
38020, 	-0.313
38030, 	-0.313
38040, 	-0.312
38050, 	-0.312
38060, 	-0.311
38070, 	-0.310
38080, 	-0.310
38090, 	-0.309
38100, 	-0.309
38110, 	-0.308
38120, 	-0.307
38130, 	-0.307
38140, 	-0.307
38150, 	-0.305
38160, 	-0.304
38170, 	-0.304
38180, 	-0.303
38190, 	-0.302
38200, 	-0.302
38210, 	-0.301
38220, 	-0.300
38230, 	-0.300
38240, 	-0.300
38250, 	-0.299
38260, 	-0.298
38270, 	-0.297
38280, 	-0.297
38290, 	-0.297
38300, 	-0.296
38310, 	-0.296
38320, 	-0.295
38330, 	-0.294
38340, 	-0.294
38350, 	-0.293
38360, 	-0.292
38370, 	-0.292
38380, 	-0.291
38390, 	-0.291
38400, 	-0.290
38410, 	-0.290
