Time,CH1,CH2
-0.015,-5.92,0.12
-0.014960474308300395,-5.92,0.12
-0.01492094861660079,-5.92,0.12
-0.014881422924901185,-5.92,0.16
-0.014841897233201581,-5.92,0.12
-0.014802371541501975,-5.92,0.12
-0.014762845849802371,-5.92,0.12
-0.014723320158102767,-5.92,0.12
-0.014683794466403161,-5.92,0.12
-0.014644268774703557,-5.92,0.16
-0.014604743083003953,-5.92,0.12
-0.014565217391304347,-5.92,0.16
-0.014525691699604742,-5.92,0.12
-0.014486166007905138,-5.92,0.12
-0.014446640316205532,-5.92,0.12
-0.014407114624505928,-5.92,0.16
-0.014367588932806324,-5.92,0.16
-0.014328063241106718,-5.92,0.12
-0.014288537549407114,-5.92,0.12
-0.01424901185770751,-5.76,0.12
-0.014209486166007904,-5.64,0.12
-0.0141699604743083,-5.48,0.16
-0.014130434782608696,-5.28,0.12
-0.01409090909090909,-5.12,0.16
-0.014051383399209486,-4.96,0.12
-0.014011857707509881,-4.8,0.12
-0.013972332015810275,-4.6,0.12
-0.013932806324110671,-4.44,0.12
-0.013893280632411067,-4.28,0.16
-0.013853754940711461,-4.12,0.12
-0.013814229249011857,-3.92,0.16
-0.013774703557312253,-3.76,0.12
-0.013735177865612647,-3.6,0.16
-0.013695652173913043,-3.4,0.16
-0.013656126482213439,-3.24,0.12
-0.013616600790513833,-3.04,0.12
-0.013577075098814229,-2.88,0.12
-0.013537549407114624,-2.72,0.12
-0.013498023715415019,-2.56,0.16
-0.013458498023715414,-2.36,0.12
-0.01341897233201581,-2.16,0.12
-0.013379446640316204,-1.96,0.16
-0.0133399209486166,-1.76,0.12
-0.013300395256916996,-1.6,0.12
-0.01326086956521739,-1.44,0.12
-0.013221343873517786,-1.2,0.16
-0.013181818181818182,-1.04,0.12
-0.013142292490118576,-0.84,0.12
-0.013102766798418972,-0.64,0.16
-0.013063241106719367,-0.48,0.12
-0.013023715415019763,-0.32,0.12
-0.012984189723320157,-0.16,0.16
-0.012944664031620553,0.0,0.12
-0.012905138339920949,0.12,0.16
-0.012865612648221343,0.2,0.16
-0.012826086956521739,0.28,0.16
-0.012786561264822135,0.32,0.16
-0.012747035573122529,0.36,0.16
-0.012707509881422925,0.4,0.2
-0.01266798418972332,0.4,0.2
-0.012628458498023715,0.44,0.2
-0.01258893280632411,0.48,0.24
-0.012549407114624506,0.48,0.24
-0.0125098814229249,0.52,0.24
-0.012470355731225296,0.52,0.24
-0.012430830039525692,0.56,0.28
-0.012391304347826086,0.56,0.28
-0.012351778656126482,0.6,0.32
-0.012312252964426878,0.6,0.32
-0.012272727272727272,0.6,0.36
-0.012233201581027668,0.6,0.4
-0.012193675889328064,0.64,0.44
-0.012154150197628458,0.64,0.44
-0.012114624505928854,0.64,0.48
-0.01207509881422925,0.64,0.48
-0.012035573122529643,0.68,0.52
-0.01199604743083004,0.68,0.56
-0.011956521739130435,0.68,0.56
-0.01191699604743083,0.72,0.6
-0.011877470355731225,0.72,0.64
-0.011837944664031621,0.68,0.68
-0.011798418972332015,0.72,0.68
-0.01175889328063241,0.72,0.72
-0.011719367588932807,0.72,0.76
-0.0116798418972332,0.72,0.8
-0.011640316205533597,0.72,0.8
-0.011600790513833992,0.72,0.84
-0.011561264822134387,0.76,0.88
-0.011521739130434782,0.76,0.92
-0.011482213438735178,0.76,0.92
-0.011442687747035572,0.76,0.96
-0.011403162055335968,0.76,1.0
-0.011363636363636364,0.76,1.04
-0.011324110671936758,0.76,1.08
-0.011284584980237154,0.76,1.12
-0.01124505928853755,0.76,1.16
-0.011205533596837944,0.76,1.16
-0.01116600790513834,0.76,1.2
-0.011126482213438735,0.8,1.24
-0.01108695652173913,0.8,1.28
-0.011047430830039525,0.8,1.32
-0.011007905138339921,0.8,1.36
-0.010968379446640315,0.8,1.36
-0.010928853754940711,0.8,1.4
-0.010889328063241107,0.8,1.44
-0.010849802371541501,0.84,1.48
-0.010810276679841897,0.8,1.52
-0.010770750988142293,0.8,1.56
-0.010731225296442687,0.84,1.56
-0.010691699604743083,0.8,1.6
-0.010652173913043479,0.84,1.64
-0.010612648221343873,0.84,1.68
-0.010573122529644268,0.84,1.72
-0.010533596837944664,0.84,1.76
-0.010494071146245058,0.84,1.8
-0.010454545454545454,0.84,1.84
