Time,CH1
0.0009940711462450595,-0.0032
0.00099802371541502,-0.0004
0.0010019762845849805,0.0004
0.001005928853754941,-0.006
0.0010098814229249015,0.0052
0.001013833992094862,-0.0004
0.0010177865612648225,0.006
0.001021739130434783,-0.0004
0.0010256916996047435,-0.0024
0.001029644268774704,-0.006
0.001033596837944664,0.0024
0.0010375494071146246,0.005600000000000001
0.001041501976284585,-0.0024
0.0010454545454545456,0.002
0.001049407114624506,-0.002
0.0010533596837944666,-0.0008
0.001057312252964427,0.0012
0.0010612648221343876,0.0
0.0010652173913043481,-0.0004
0.0010691699604743086,-0.0016
0.0010731225296442691,-0.0068000000000000005
0.0010770750988142296,0.0028000000000000004
0.0010810276679841901,-0.0032
0.0010849802371541506,0.004
0.0010889328063241111,0.002
0.0010928853754940712,0.0128
0.0010968379446640317,0.0
0.0011007905138339922,0.0028000000000000004
0.0011047430830039527,0.0012
0.0011086956521739132,0.0044
0.0011126482213438737,0.0032
0.0011166007905138342,-0.0016
0.0011205533596837947,0.002
0.0011245059288537552,-0.0024
0.0011284584980237157,0.0016
0.0011324110671936762,0.0016
0.0011363636363636367,-0.0072
0.0011403162055335972,-0.002
0.0011442687747035577,-0.0008
0.0011482213438735183,0.0012
0.0011521739130434783,-0.0072
0.0011561264822134388,0.0044
0.0011600790513833993,-0.002
0.0011640316205533598,0.0008
0.0011679841897233203,-0.006
0.0011719367588932808,-0.0048
0.0011758893280632413,-0.0132
0.0011798418972332018,-0.0008
0.0011837944664031624,0.0032
0.0011877470355731229,-0.0024
0.0011916996047430834,0.0052
0.0011956521739130439,-0.0004
0.0011996047430830044,0.0004
0.0012035573122529649,-0.0028000000000000004
0.0012075098814229254,-0.0036
0.0012114624505928854,-0.0024
0.001215415019762846,-0.004
0.0012193675889328064,-0.0036
0.001223320158102767,-0.004
0.0012272727272727275,-0.0116
0.001231225296442688,0.0036
0.0012351778656126485,-0.002
0.001239130434782609,0.0028000000000000004
0.0012430830039525695,-0.0084
0.00124703557312253,0.0024
0.0012509881422924905,0.0036
0.001254940711462451,0.006
0.0012588932806324115,0.0004
0.001262845849802372,0.0032
0.0012667984189723325,0.0
0.0012707509881422926,-0.0052
0.001274703557312253,0.0004
0.0012786561264822136,0.0
0.001282608695652174,0.002
0.0012865612648221346,0.0044
0.001290513833992095,-0.0036
0.0012944664031620556,-0.0012
0.001298418972332016,-0.0188
0.0013023715415019766,0.0
0.001306324110671937,-0.0032
0.0013102766798418976,0.0024
0.001314229249011858,-0.002
0.0013181818181818186,0.0008
0.001322134387351779,0.0004
0.0013260869565217396,-0.005600000000000001
0.0013300395256916997,-0.0016
0.0013339920948616602,-0.002
0.0013379446640316207,0.0064
0.0013418972332015812,0.005600000000000001
0.0013458498023715417,0.0048
0.0013498023715415022,-0.0068000000000000005
0.0013537549407114627,-0.0032
0.0013577075098814232,0.0072
0.0013616600790513837,-0.0024
0.0013656126482213442,-0.002
0.0013695652173913047,0.0004
0.0013735177865612652,0.0052
0.0013774703557312257,-0.0012
0.0013814229249011862,0.0032
0.0013853754940711467,-0.0004
0.0013893280632411068,-0.0012
0.0013932806324110673,0.016
0.0013972332015810278,0.0004
0.0014011857707509883,0.002
0.0014051383399209488,-0.0016
0.0014090909090909093,0.0016
0.0014130434782608698,0.0024
0.0014169960474308303,-0.002
0.0014209486166007908,0.0132
0.0014249011857707513,-0.0212
0.0014288537549407118,-0.0016
0.0014328063241106723,-0.006
0.0014367588932806328,0.0012
0.0014407114624505933,-0.0012
0.0014446640316205538,-0.0028000000000000004
0.001448616600790514,0.0036
0.0014525691699604744,-0.002
0.001456521739130435,0.0064
0.0014604743083003954,0.0036
0.001464426877470356,0.0032
0.0014683794466403164,0.0
0.001472332015810277,-0.002
0.0014762845849802374,-0.0064
0.001480237154150198,-0.0008
0.0014841897233201585,0.0072
0.001488142292490119,-0.0064
0.0014920948616600795,-0.0044
0.00149604743083004,-0.0016
0.0015,0.0012
